sampling_date,normalized_conc_copies_per_L,pmmv_copies_per_mL_kit_raw,sarscov2_copies_per_mL_kit_raw,rolling_average_new_cases_centered,fig1_label,sars_to_pmmv_ratio
2020-08-11,128124.58974421368,968126.264706836,339.83775475660656,228.28571428571428,A2,0.00035102627327181836
2020-08-18,73989.64598756358,1006134.7086230842,203.95493399129435,190.57142857142856,A2,0.0002027113588700372
2020-08-25,81411.1908365683,903981.5318677288,201.62798083182747,173.4285714285714,A2,0.00022304435845635153
2020-09-01,105136.45329486032,589797.1565235296,169.88816767199313,171.71428571428572,A2,0.00028804507752016527
2020-09-08,86912.32362832582,800504.0361636047,190.61278316940343,140.42857142857142,A2,0.00023811595514609815
2020-09-15,101158.45158382627,734667.1290303351,203.6103813760104,150.42857142857142,A2,0.00027714644269541443
2020-09-22,44191.02911930032,707881.838323778,85.70418337093128,133.85714285714286,A2,0.00012107131265561732
2020-09-29,65944.82785671053,818384.5321252312,147.85815641532315,104.0,A2,0.0001806707612512617
2020-10-06,34672.58733756538,830970.5303354947,78.93670763835743,89.0,A2,9.499338996593256e-05
2020-10-13,21654.721365032685,714269.2382299025,42.37616803693888,101.42857142857144,A2,5.932800373981558e-05
2020-10-20,55254.78576806955,946250.918282637,143.24627882889368,129.57142857142858,A2,0.00015138297470703986
2020-10-27,89476.63695638457,1089120.0872040156,266.9885003963277,158.14285714285714,A2,0.0002451414711133824
2020-11-03,47038.87395561749,647611.224939427,83.46000762238015,278.0,A2,0.00012887362727566435
2020-11-10,179702.47512385182,623272.1334327066,306.8590275440576,402.71428571428567,A2,0.0004923355482845256
2020-11-17,270596.97982562,1025471.9824948688,760.2455379695961,515.8571428571429,A2,0.0007413615885633424
2020-11-24,452574.3595719029,626195.115720768,776.437954696932,514.0,A2,0.0012399297522517887
2020-11-25,251140.59152133265,949861.2635308532,653.5581358529832,532.1428571428571,A2,0.0006880564151269387
2020-11-26,280672.1605155393,637979.2917296353,490.5836333532337,566.5714285714286,A2,0.0007689648233302448
2020-11-27,309050.2402896777,698569.897206201,591.4882043581148,593.4285714285714,A2,0.0008467129870950075
2020-11-28,316446.39589253697,754757.9272102754,654.3573310603108,642.5714285714286,A2,0.000866976427102841
2020-11-29,468761.0026906349,690351.0029246354,886.601721477911,716.7142857142858,A2,0.0012842767197003696
2020-11-30,369028.88604672265,703786.0129605602,711.5544339126022,769.2857142857142,A2,0.0010110380439636237
2020-12-01,371326.3047703927,857444.787487279,872.3063136500986,867.7142857142858,A2,0.0010173323418366923
2020-12-02,687368.2302251627,567694.0830607397,1069.081855295225,925.5714285714288,A2,0.0018832006307538704
2020-12-03,515507.2028429098,622400.5088940322,879.0464257204553,945.4285714285712,A2,0.001412348500939479
2020-12-04,518569.2951894679,514836.3385595164,731.447444451328,957.4285714285712,A2,0.0014207377950396381
2020-12-05,487223.1456511906,652915.7297506672,871.5497416281171,981.2857142857144,A2,0.001334857933290933
2020-12-06,644276.8056691586,645459.64825169,1139.327891408048,983.4285714285712,A2,0.0017651419333401604
2020-12-07,307728.3364088855,1166966.2792545694,983.859155507604,986.1428571428572,A2,0.0008430913326270833
2020-12-08,406830.5234851859,732328.0229946013,816.2558711171641,990.5714285714288,A2,0.0011146041739320163
2020-12-09,338831.485847984,520541.5824806355,483.2215831166428,968.4285714285712,A2,0.0009283054406794081
2020-12-15,482917.2360067353,786492.962195607,1040.5781025815131,928.2857142857144,A2,0.001323060920566398
2020-12-20,852540.4499939305,688781.6697194511,1608.806122329292,865.7142857142858,A2,0.0023357272602573436
2020-12-27,478291.2088124408,664800.3027482075,871.1455901926486,798.5714285714287,A2,0.0013103868734587417
2021-01-04,672165.073418526,740174.83218569,1363.0675901880534,831.2857142857142,A2,0.001841548146352126
2021-01-10,334612.67835574463,790975.5614316538,725.1245236289985,831.2857142857142,A2,0.0009167470639883413
2021-01-17,467656.99106964143,665547.675514564,852.7343105329727,585.0,A2,0.0012812520303277846
2021-01-24,228622.14213853,707636.8513532485,443.23685702066894,451.0,A2,0.0006263620332562465
2021-01-31,260970.3802665388,1073999.3244940278,767.8959236142799,339.0,A2,0.0007149873431959966
2020-03-25,220783.3142233394,87037.84981234952,52.64795875190079,105.0,A3,0.0006048857923927107
2020-03-26,38487.766270227134,116088.38461561932,12.24104825691558,116.28571428571428,A3,0.00010544593498692362
2020-03-27,201906.92820592463,110367.37411321736,61.051883510558355,137.28571428571428,A3,0.0005531696663176016
2020-03-30,153415.54417958262,185079.22985145703,77.7918651068475,206.8571428571429,A3,0.00042031655939611684
2020-04-01,305319.1362817742,119975.9368924186,100.35876555230108,226.57142857142856,A3,0.000836490784333628
2020-04-03,422000.1959952389,82351.88453760385,95.2123600423181,259.14285714285717,A3,0.001156164920534901
2020-04-06,110335.91060550792,721656.5680001748,218.1496837664245,306.42857142857144,A3,0.00030229016604248747
2020-04-07,563402.821115887,66810.80198322824,103.12710772154983,335.85714285714283,A3,0.0015435693729202384
2020-04-09,748227.802028815,72480.49542679758,148.5806076250749,385.8571428571428,A3,0.002049939183640589
2020-04-14,658349.1061978503,56952.5982585308,102.72518399766848,391.1428571428572,A3,0.0018036961813639734
2020-04-15,1043750.3601367578,37841.43446049775,108.2109886198248,395.71428571428567,A3,0.0028595900277719397
2020-04-16,310956.8179679829,112475.8816232058,95.82230752793316,387.8571428571428,A3,0.0008519364875835149
2020-04-17,353237.6100547446,115165.73070128835,111.45443143323678,390.71428571428567,A3,0.0009677742741225879
2020-04-22,541608.9799141872,51423.81456150427,76.30575273411688,503.1428571428572,A3,0.001483860218942979
2020-04-23,261537.87180813015,45586.69183614566,32.66478456328383,495.57142857142856,A3,0.0007165421145428224
2020-04-28,290152.4775413588,133743.38030813006,106.31773466071265,367.28571428571433,A3,0.0007949382946338598
2020-04-29,337831.431889047,65797.22701286216,60.89964771529837,341.14285714285717,A3,0.0009255655668193068
2020-05-01,100751.6728445615,122897.50382811711,33.9236413674074,294.0,A3,0.0002760319803960589
2020-05-03,85411.34460493807,121166.40188040612,28.353384398761055,276.7142857142857,A3,0.00023400368384914543
2020-05-05,46759.439034571384,121209.0706366802,15.527857942117546,235.57142857142856,A3,0.00012810805214951064
2020-05-06,10539.617371292152,87572.56034314953,2.528715830797778,216.14285714285717,A3,2.8875664030937404e-05
2020-05-20,115923.49994020902,201380.12913832828,63.95805311815421,135.0,A3,0.00031759862997317545
2020-05-21,43794.720491622254,226358.62631339583,27.159761014418468,134.0,A3,0.00011998553559348563
2020-05-22,241988.47299948608,152057.22713454562,100.81122247349238,115.57142857142856,A3,0.0006629821178068112
2020-05-23,72049.4702625106,293394.4503453625,57.91483486395572,101.14285714285714,A3,0.00019739580893838522
2020-05-24,53292.814200887304,260057.73817298308,37.97043485467338,90.57142857142856,A3,0.00014600771013941724
2020-05-25,40359.73793158905,461146.2940857222,50.99107829431025,87.0,A3,0.00011057462447010699
2020-05-26,40495.91840421247,454326.4771513475,50.406487527655536,86.57142857142857,A3,0.00011094772165537663
2020-05-27,82406.73600717552,268276.1958115542,60.5692209458961,83.14285714285714,A3,0.00022577187947171376
2020-05-28,32472.488036148738,291482.2470405911,25.93192816376807,74.14285714285714,A3,8.896572064698286e-05
2020-05-29,51945.056575121554,413851.304159956,58.89734084459383,157.28571428571428,A3,0.00014231522349348368
2020-05-31,38703.79390190088,327342.31702151685,34.71065636540133,162.42857142857142,A3,0.00010603779151205716
2020-06-01,61848.96697597585,251930.0296471207,42.68934817507229,156.0,A3,0.00016944922459171465
2020-06-02,99915.485565455,229540.1316058656,62.83455809906439,153.14285714285714,A3,0.0002737410563437123
2020-06-03,41502.91219175648,321928.0218461418,36.60534362396242,154.57142857142858,A3,0.0001137066087445383
2020-06-04,33847.90456352977,372600.1059781069,34.55269267810422,152.14285714285714,A3,9.273398510556102e-05
2020-06-05,48184.37989970946,397446.5953025593,52.46771982987562,63.85714285714285,A3,0.0001320119997252314
2020-06-06,48347.73499387727,351499.0332583609,46.55940304268297,61.57142857142857,A3,0.00013245954792843087
2020-06-07,13752.406062175878,265246.572690167,9.993913902015418,52.28571428571429,A3,3.767782482787912e-05
2020-06-08,18279.737489097217,291779.62028968893,14.612753050860212,57.85714285714285,A3,5.0081472572869085e-05
2020-06-09,177220.0869545043,272124.12711791694,132.1256478637146,55.85714285714285,A3,0.00048553448480686114
2020-06-10,70899.69081839707,259308.2923713216,50.369528098008786,49.14285714285714,A3,0.00019424572826958096
2020-06-11,141762.4283775365,239741.5139374896,93.1132580785905,47.57142857142857,A3,0.0003883902147329767
2020-06-12,82118.50921674588,279725.66769253404,62.933300878273286,43.714285714285715,A3,0.00022498221703218046
2020-06-13,190106.8853840328,206769.1516191803,107.69380659677049,42.857142857142854,A3,0.0005208407818740627
2020-06-15,149696.22714091046,155228.1869676552,63.66321626022419,40.285714285714285,A3,0.0004101266497011245
2020-06-16,125367.94128293885,198797.11106213505,68.28160149823458,34.857142857142854,A3,0.00034347381173407905
2020-06-17,13936.159539890288,391635.2702622365,14.953127692664596,32.714285714285715,A3,3.818125901339804e-05
2020-06-18,21426.065087568917,344978.68597231817,20.25078295744353,31.0,A3,5.870154818512033e-05
2020-06-19,39504.11634638631,414812.38591822854,44.895333575988495,33.285714285714285,A3,0.00010823045574352415
2020-06-20,25419.08943424784,276062.3782504131,19.22535419774906,33.42857142857143,A3,6.96413409157475e-05
2020-06-21,16061.451936631682,322809.1666336189,14.204887437232872,27.714285714285715,A3,4.400397790857996e-05
2020-06-22,23203.043915410308,289555.550769544,18.40704153549739,26.714285714285715,A3,6.356998332989126e-05
2020-06-23,4351.459129754099,523400.45884342026,6.239878644251193,30.57142857142857,A3,1.1921805834942736e-05
2020-06-24,6392.508879166282,394712.6114309913,6.912887324086362,33.714285714285715,A3,1.7513722956619947e-05
2020-06-25,16799.730058188063,490042.8974530062,22.555036696281743,34.857142857142854,A3,4.602665769366591e-05
2020-06-26,9313.544772089595,401571.6345723647,10.246727117235402,32.57142857142857,A3,2.5516561019423555e-05
2020-06-27,15891.73037910624,454811.2160378722,19.8020197771707,31.142857142857142,A3,4.35389873400171e-05
2020-06-28,17058.832832615524,391375.69091885386,18.291541057901725,32.142857142857146,A3,4.673652830853568e-05
2020-06-29,15628.693327786204,409079.4632948421,17.51610268090537,32.57142857142857,A3,4.281833788434576e-05
2020-06-30,17534.231005500464,234966.068876388,11.287532411323069,32.714285714285715,A3,4.803898905616566e-05
2020-07-01,14044.54366143146,312679.00613591645,12.031325900517464,29.714285714285715,A3,3.847820181214099e-05
2020-07-02,31501.675939396693,439479.0394847687,37.92966105207263,27.142857142857142,A3,8.630596147779917e-05
2020-07-03,44808.81654926878,282871.7752048049,34.72643693730986,31.285714285714285,A3,0.00012276388095690076
2020-07-04,15897.745893365514,445305.6102197298,19.39549434565297,32.714285714285715,A3,4.355546820100141e-05
2020-07-05,12819.466412676826,324094.31032999,11.382783906342375,38.142857142857146,A3,3.512182578815569e-05
2020-07-06,36424.18745032492,499755.5247613551,49.87175044724136,40.0,A3,9.979229438445184e-05
2020-07-07,38997.62239157239,382880.89951107773,40.90806778103721,41.714285714285715,A3,0.00010684280107280106
2020-07-08,31918.868412586864,408981.9439849547,35.76504343336915,42.857142857142854,A3,8.74489545550325e-05
2020-07-09,22312.727366118062,346113.6927835102,21.15819305413373,45.14285714285714,A3,6.11307599071728e-05
2020-07-10,36500.38428393058,248655.23324661172,24.865785117018408,46.85714285714285,A3,0.00010000105283268652
2020-07-11,22446.3402229816,368862.098267516,22.683846994727496,48.28571428571429,A3,6.149682252871671e-05
2020-07-12,48089.31566697527,302368.35024703265,39.83749874721122,41.57142857142857,A3,0.000131751549772535
2020-07-13,33773.02590152812,384811.09077816474,35.60612311245547,39.0,A3,9.252883808637842e-05
2020-07-14,33486.586206669155,383586.431962612,35.191781155136,38.714285714285715,A3,9.174407179909357e-05
2020-07-15,29129.035192911422,233170.62155619336,18.60831572948873,40.42857142857143,A3,7.980557587099019e-05
2020-07-16,25803.080671704316,340467.24951075186,24.0687778224636,42.857142857142854,A3,7.069337170329951e-05
2020-07-17,45193.93099150187,310941.6097962972,38.50047576854893,39.857142857142854,A3,0.00012381898901781335
2020-07-18,18008.35581542162,273795.73333571537,13.508523251106457,37.714285714285715,A3,4.9337961138141425e-05
2020-07-19,9597.041239784196,223173.2905543448,5.867954172790103,38.142857142857146,A3,2.6293263670641633e-05
2020-07-20,21289.774631856944,384686.4176805639,22.438046948919435,41.0,A3,5.832814967632039e-05
2020-07-21,18007.147032359335,364338.7786821465,17.974525910464767,42.0,A3,4.933464940372421e-05
2020-07-22,23353.069269050386,300227.945841746,19.208887714375344,38.857142857142854,A3,6.398101169602845e-05
2020-07-23,24037.518504654043,264208.6974840207,17.399784807842984,42.142857142857146,A3,6.585621508124394e-05
2020-07-24,60143.9313510629,351227.4738461929,57.87452349482922,41.857142857142854,A3,0.0001647778941125011
2020-07-25,42754.78854165252,343011.8287796657,40.179173169205825,44.28571428571429,A3,0.00011713640696343155
2020-07-26,34111.14542805424,311190.4976780406,29.08236800581977,50.28571428571429,A3,9.345519295357325e-05
2020-07-27,26379.460492523256,269866.4432794707,19.503921037667304,54.42857142857143,A3,7.227249450006372e-05
2020-07-29,21594.52051226788,246288.406075166,14.571178183353249,64.57142857142857,A3,5.916306989662435e-05
2020-07-31,83267.05696607749,266834.25454673014,60.87261116121479,66.28571428571429,A3,0.00022812892319473284
2020-08-03,115755.03925045596,399090.7536842242,126.56648180057924,74.0,A3,0.00031713709383686563
2020-08-04,49471.36470226998,327630.2795646616,44.4063480763015,70.71428571428571,A3,0.00013553798548567118
2020-08-05,44394.512708530194,251684.9515843289,30.612139127825465,71.28571428571429,A3,0.0001216288019411786
2020-08-05,39080.6837818653,342841.7839907975,36.70819547220528,71.28571428571429,A3,0.00010707036652565837
2020-08-06,49777.775071037824,303078.5818637611,41.333088977708,70.57142857142857,A3,0.0001363774659480488
2020-08-07,44080.178610190495,436762.6676241781,52.74678465516996,78.71428571428571,A3,0.00012076761263065888
2020-08-10,65700.96997904757,339590.1491812815,61.12712930558811,55.14285714285714,A3,0.00018000265747684265
2020-08-12,64260.554832361384,803105.7346494871,141.39183588391026,34.142857142857146,A3,0.0001760563146092093
2020-08-14,48746.93623430974,448321.15477172006,59.874747244244226,12.571428571428571,A3,0.00013355324995701297
2020-08-17,46214.1565271216,366181.7429706901,46.363781882251175,0.0,A3,0.000126614127471566
2020-08-19,87887.40960227691,210768.46668626743,50.7503960627393,98.42857142857144,A3,0.00024078742356788198
2020-08-21,64714.27169311102,465979.0136299518,82.61778764749748,126.71428571428572,A3,0.00017729937450167401
2020-08-24,39730.10674358069,337041.82736010785,36.686870624845426,162.42857142857142,A3,0.00010884960751665943
2020-08-26,50583.3399166975,323179.0648853166,44.787606830286045,92.0,A3,0.0001385844929224589
2020-08-28,62605.00815155468,344720.9541065531,59.12673463521222,81.14285714285714,A3,0.00017152057027823198
2020-08-31,66140.6551193667,479007.9739295336,86.79972932356131,79.71428571428571,A3,0.00018120727429963478
2020-09-02,154291.73533317546,415923.7967988448,175.81809417659397,65.14285714285714,A3,0.0004227170831045902
2020-09-04,145073.74957307635,328123.3863957584,130.416684896022,66.71428571428571,A3,0.00039746232759746945
2020-09-07,62334.78945289074,383777.6262449313,65.54163706495339,55.85714285714285,A3,0.00017078024507641298
2020-09-09,50602.83398457494,575549.7741221441,79.79301279386976,72.42857142857143,A3,0.00013863790132760258
2020-09-10,62137.22824247992,376675.5403214832,64.12486033511084,71.0,A3,0.00017023898148624638
2020-09-11,49770.955162865685,463078.6384089639,63.14483876474914,68.57142857142857,A3,0.00013635878126812517
2020-09-12,55251.82975803117,522674.4575636376,79.11978122788327,74.0,A3,0.00015137487604940047
2020-09-13,47912.198363611285,501317.690131721,65.80611674733817,77.14285714285714,A3,0.00013126629688660625
2020-09-14,52999.52611244659,568555.270202646,82.5566024369158,77.71428571428571,A3,0.00014520418112999066
2020-09-15,48667.2530965146,560780.070652811,74.7715770683334,74.85714285714286,A3,0.00013333493999045096
2020-09-16,52046.23101972592,510649.62136422686,72.81476209221401,77.71428571428571,A3,0.00014259241375267373
2020-09-17,59501.5453240117,579932.0778011597,94.53932825242188,78.14285714285714,A3,0.00016301793239455263
2020-09-18,78747.20504796598,352667.14672524814,76.08644415576498,80.28571428571429,A3,0.0002157457672547013
2020-09-19,33327.38616257554,525086.2050943797,47.9445225364979,73.71428571428571,A3,9.13079072947275e-05
2020-09-20,35236.044563837204,528235.5827393697,50.994335708517646,64.42857142857143,A3,9.65371083940745e-05
2020-09-21,25551.98099783707,529412.7886987687,37.06176853929553,61.0,A3,7.000542739133443e-05
2020-09-22,48412.74002038415,581976.9261360801,77.19204828188589,62.85714285714285,A3,0.0001326376438914634
2020-09-23,43595.56843047102,468094.13322215725,55.90912278572213,58.0,A3,0.0001194399135081398
2020-09-24,33884.81552020538,538600.1416680837,50.00100394405344,63.28571428571429,A3,9.283511101426134e-05
2020-09-25,37752.37035567772,604627.1259551632,62.53727996205019,66.42857142857143,A3,0.00010343115165939101
2020-09-28,46431.12796169299,489081.7553370496,62.21539059118896,90.57142857142856,A3,0.00012720856975806296
2020-09-30,23125.324540469923,686374.9541455847,43.48669471525153,99.14285714285714,A3,6.335705353553403e-05
2020-10-02,37049.97054877496,483452.51781538,49.07370286792036,98.85714285714286,A3,0.00010150676862678071
2020-10-05,40497.13600229043,439999.9665004083,48.818461601014434,93.0,A3,0.00011095105754052172
2020-10-07,74205.85039999394,352103.73290184623,71.58399158628445,89.42857142857143,A3,0.0002033036997260108
2020-10-09,59452.57353104626,383006.64439814846,62.38556353139781,92.85714285714286,A3,0.00016288376309875682
2020-10-12,55477.96919444152,453763.088978589,68.9694648545994,105.57142857142856,A3,0.0001519944361491548
2020-10-14,74524.51521742584,335984.49745967623,68.60022409247347,107.85714285714286,A3,0.00020417675402034478
2020-10-16,100763.49699875328,174664.65525413142,48.21868894654232,120.85714285714286,A3,0.00027606437533905006
2020-10-18,265664.82855328236,193583.52889856743,140.8995479878831,127.57142857142856,A3,0.000727848845351459
2020-10-19,121042.47551879103,296346.40709139896,98.27534993271873,134.85714285714286,A3,0.00033162322059942747
2020-10-20,136632.6928453348,358385.64743018796,134.15670160412415,146.0,A3,0.00037433614478173913
2020-10-21,102232.68499791335,437885.45846294647,122.6471401101624,156.57142857142858,A3,0.0002800895479394886
2020-10-22,139799.57911269064,401188.4444628506,153.66020734460707,169.71428571428572,A3,0.000383012545514221
2020-10-23,110907.12121708124,431812.8212634122,131.20853948205777,182.42857142857144,A3,0.00030385512662214035
2020-10-24,145158.12652298028,610003.1837154236,242.59429951009375,189.8571428571429,A3,0.00039769349732323355
2020-10-25,136637.38258735277,503140.1085306236,188.34999316257813,195.0,A3,0.0003743489933900076
2020-10-26,129029.93130729764,482109.30074488866,170.42884919923912,206.57142857142856,A3,0.00035350666111588395
2020-10-27,139165.98942552306,480241.2697368965,183.1047985367252,211.42857142857144,A3,0.0003812766833575974
2020-10-28,201755.88013812905,395525.99129414494,218.6292999754964,215.0,A3,0.0005527558359948742
2020-10-29,108117.422991435,787175.259405031,233.1708506561268,208.57142857142856,A3,0.0002962121177847533
2020-10-30,208183.6679888049,278607.0499128813,158.90804816001005,191.8571428571429,A3,0.0005703662136679586
2020-10-31,149919.00760533958,204371.0619339696,83.94275832435648,182.42857142857144,A3,0.0004107370071379166
2020-11-01,145161.87280112505,312441.93082241464,124.25933101309934,188.8571428571429,A3,0.0003977037610989727
2020-11-02,188921.1852396487,220595.549829438,114.17855543114906,189.42857142857144,A3,0.0005175922883278047
2020-11-03,328103.8339181606,271641.5310595559,244.1825418959983,200.28571428571428,A3,0.0008989146134744126
2020-11-04,189143.79527717453,261346.93180855032,135.43054949675104,215.42857142857144,A3,0.000518202178841574
2020-11-05,371098.6698357781,329286.2805154393,334.78822108068607,235.14285714285717,A3,0.0010167086844815839
2020-11-06,219032.7933439977,358186.54702149937,214.94410940372657,241.57142857142856,A3,0.000600089844778076
2020-11-07,229408.59974143477,290177.51909821073,182.38142008976425,269.85714285714283,A3,0.000628516711620369
2020-11-08,333820.5132437629,276447.22562943195,252.83220477926383,282.85714285714283,A3,0.000914576748613049
2020-11-09,234503.3679920729,278995.36503311485,179.24754179299518,295.0,A3,0.0006424749808001997
2020-11-10,352402.94633289607,286998.3873285955,277.09336243119657,303.7142857142857,A3,0.0009654875241997151
2020-11-11,410309.6804352506,279363.30383621977,314.042377869521,314.57142857142856,A3,0.0011241361107815085
2020-11-12,331423.67992077506,297771.91010599263,270.3798965051131,302.14285714285717,A3,0.000908010081974726
2020-11-13,316563.04182858026,338256.36877768865,293.368397310014,321.2857142857143,A3,0.0008672960050098089
2020-11-14,326841.70258996385,311751.9441980431,279.1603732258077,315.42857142857144,A3,0.0008954567194245585
2020-11-15,296461.65193502983,280196.7005409244,227.5824019427597,320.14285714285717,A3,0.0008122237039315884
2020-11-16,328848.4533108901,371647.85736771417,334.83787142925775,314.7142857142857,A3,0.0009009546666051782
2020-11-17,422080.8169801136,240179.03625794337,277.7396269732851,297.42857142857144,A3,0.0011563857999455167
2020-11-18,374518.24119255337,380367.9956812155,390.2869938314126,289.0,A3,0.0010260773731302834
2020-11-19,405911.58202106034,369197.8346377658,410.57993736045296,296.85714285714283,A3,0.001112086526085097
2020-11-20,395538.48124308774,410340.9177603326,444.67294082963485,288.2857142857143,A3,0.0010836670718988705
2020-11-21,412041.7236091147,434886.78545857314,490.9356182333639,285.14285714285717,A3,0.0011288814345455202
2020-11-22,458373.922012561,350788.8275372444,440.527262127218,284.57142857142856,A3,0.0012558189644179753
2020-11-23,289897.2955075966,530877.2825565144,421.64353002618,241.8571428571429,A3,0.0007942391657742372
2020-11-24,523740.8899284236,197151.37029800704,282.8937921383189,286.57142857142856,A3,0.0014349065477491057
2020-11-25,465038.6227423225,205093.88012937523,261.3056864335442,276.0,A3,0.0012740784184721164
2020-11-26,509851.5387174381,257345.7965904991,359.47438458665977,280.85714285714283,A3,0.0013968535307327071
2020-11-27,567290.899728774,200321.4891899133,311.34399407548983,262.14285714285717,A3,0.0015542216430925314
2020-11-28,564125.3497319485,268930.24797331914,415.6448498395844,279.42857142857144,A3,0.0015455489033752016
2020-11-29,533652.8618142129,243740.75014479284,356.36424343975807,304.85714285714283,A3,0.0014620626351074322
2020-11-30,697332.214243237,263255.6382359609,502.949690748217,423.0,A3,0.001910499217104759
2020-12-01,866247.4080577558,183918.7954016828,436.4909035885272,440.57142857142856,A3,0.002373280570021249
2020-12-02,831759.7185412755,110505.31060196192,251.8188110783673,504.1428571428572,A3,0.002278793749428152
2020-12-03,879602.1382593027,151596.74172064668,365.3282689606138,544.2857142857143,A3,0.002409868871943295
2020-12-04,1373764.7727224573,154065.1547606599,579.8610474362415,574.7142857142858,A3,0.003763739103349198
2020-12-05,969226.084537074,208566.8089008061,553.8312097406039,595.5714285714286,A3,0.0026554139302385586
