County,Year,Total_Population,White Male,White Female,Black Male,Black Female,American Indian Male,American Indian Female,Asian Male,Asian Female,Native Hawaiian Male,Native Hawaiian Female,2+ Race Male,2+ Race Female,Not Hispanic Male,Not Hispanic Female,Hispanic Male,Hispanic Female
Siskiyou County,2013,3915,1705,1838,28,15,66,72,26,36,4,0,50,75,1757,1904,122,132
Siskiyou County,2013,3936,1764,1847,24,33,61,55,25,25,7,4,39,52,1813,1919,107,97
Siskiyou County,2013,3381,1559,1556,14,20,50,45,17,25,1,2,50,42,1625,1621,66,69
Siskiyou County,2013,2312,1132,1037,7,9,33,28,10,13,1,0,18,24,1148,1069,53,42
Siskiyou County,2013,1567,710,747,9,6,20,20,5,4,0,0,22,24,737,767,29,34
Siskiyou County,2013,1128,464,581,9,9,21,11,3,5,0,0,10,15,475,594,32,27
Siskiyou County,2013,1159,401,694,8,3,6,18,4,5,0,0,9,11,409,701,19,30
Siskiyou County,2014,43379,18816,19021,360,243,1054,1044,250,318,76,53,1033,1111,19008,19328,2581,2462
Siskiyou County,2014,2330,871,925,35,18,99,115,10,20,7,8,124,98,893,898,253,286
Siskiyou County,2014,2452,1036,916,9,19,84,74,9,25,4,3,126,147,1026,941,242,243
Siskiyou County,2014,2417,974,988,15,9,78,78,7,13,12,6,119,118,969,1002,236,210
Siskiyou County,2014,2489,1081,949,21,16,77,76,12,19,5,4,114,115,1077,937,233,242
Siskiyou County,2014,2174,940,841,29,23,81,64,28,12,10,4,81,61,960,823,209,182
Siskiyou County,2014,2152,963,850,30,8,65,81,18,19,7,2,52,57,944,859,191,158
Siskiyou County,2014,2263,980,953,36,8,70,63,23,15,3,7,39,66,992,965,159,147
Siskiyou County,2014,1983,895,831,21,14,53,55,11,15,5,4,39,40,868,820,156,139
Siskiyou County,2014,2186,989,925,25,13,59,49,16,16,3,4,32,55,950,926,174,136
Siskiyou County,2014,2294,960,1034,21,11,68,67,11,20,3,4,43,52,976,1058,130,130
Siskiyou County,2014,3098,1340,1421,18,15,64,68,16,28,3,1,63,61,1352,1458,152,136
Siskiyou County,2014,3769,1624,1801,27,11,61,67,25,32,4,0,48,69,1664,1855,125,125
Siskiyou County,2014,3941,1730,1890,23,29,60,55,26,28,7,3,38,52,1777,1944,107,113
Siskiyou County,2014,3492,1631,1588,14,21,47,50,15,27,2,2,50,45,1684,1659,75,74
Siskiyou County,2014,2488,1200,1121,9,8,41,33,12,14,1,1,24,24,1231,1152,56,49
Siskiyou County,2014,1574,718,747,8,7,20,22,7,6,0,0,19,20,742,767,30,35
Siskiyou County,2014,1105,467,558,10,8,19,10,2,3,0,0,12,16,476,568,34,27
Siskiyou County,2014,1172,417,683,9,5,8,17,2,6,0,0,10,15,427,696,19,30
Siskiyou County,2015,43336,18777,18931,375,253,1030,1067,255,334,83,55,1064,1112,18935,19206,2649,2546
Siskiyou County,2015,2304,871,903,34,19,91,117,8,25,8,5,120,103,871,897,261,275
Siskiyou County,2015,2486,1050,915,12,29,80,74,11,28,6,5,137,139,1045,924,251,266
Siskiyou County,2015,2364,976,952,11,5,84,77,9,12,11,8,105,114,962,953,234,215
Siskiyou County,2015,2498,1076,957,19,16,72,82,10,19,7,4,120,116,1072,947,232,247
Siskiyou County,2015,2094,889,822,35,23,69,65,22,10,8,3,83,65,900,797,206,191
Siskiyou County,2015,2134,948,841,32,11,56,82,23,20,10,3,60,48,927,849,202,156
Siskiyou County,2015,2301,987,966,34,11,71,65,22,17,2,6,52,68,1009,978,159,155
Siskiyou County,2015,2086,933,879,29,15,59,53,11,17,6,3,36,45,905,869,169,143
Siskiyou County,2015,2108,950,885,23,9,62,53,19,15,2,5,34,51,921,866,169,152
Siskiyou County,2015,2337,977,1049,20,13,73,62,7,25,6,4,45,56,979,1071,149,138
Siskiyou County,2015,2890,1248,1301,17,13,62,79,21,28,2,3,60,56,1255,1360,155,120
Siskiyou County,2015,3670,1542,1794,31,13,54,63,23,33,4,0,44,69,1584,1835,114,137
Siskiyou County,2015,3908,1723,1866,19,24,57,53,25,29,7,3,41,61,1748,1915,124,121
Siskiyou County,2015,3634,1721,1616,21,21,51,59,21,25,3,2,53,41,1783,1685,87,79
Siskiyou County,2015,2604,1221,1199,11,13,40,35,10,15,0,1,29,30,1253,1236,58,57
Siskiyou County,2015,1630,767,763,6,5,18,18,10,6,1,0,18,18,795,777,25,33
Siskiyou County,2015,1102,457,557,11,5,18,12,3,5,0,0,17,17,475,567,31,29
Siskiyou County,2015,1186,441,666,10,8,13,18,0,5,0,0,10,15,451,680,23,32
Siskiyou County,2016,43479,18797,18928,386,254,1026,1094,264,349,83,57,1095,1146,18904,19232,2747,2596
Siskiyou County,2016,2294,888,854,32,17,99,110,10,23,8,4,138,111,892,874,283,245
Siskiyou County,2016,2528,1044,937,12,28,85,88,11,38,7,5,144,129,1033,948,270,277
Siskiyou County,2016,2393,991,945,14,11,83,76,12,17,9,8,111,116,986,958,234,215
Siskiyou County,2016,2475,1063,946,22,16,72,80,7,22,9,4,110,124,1045,954,238,238
Siskiyou County,2016,2089,921,779,35,20,62,62,23,7,7,4,90,79,901,774,237,177
Siskiyou County,2016,2191,954,883,37,7,60,89,23,21,10,4,55,48,951,868,188,184
Siskiyou County,2016,2294,987,954,30,13,71,76,22,16,2,7,54,62,1003,965,163,163
Siskiyou County,2016,2172,956,919,38,10,56,55,14,21,5,3,43,52,941,906,171,154
Siskiyou County,2016,2028,924,859,19,12,58,44,17,13,3,4,27,48,880,826,168,154
Siskiyou County,2016,2387,1016,1063,26,11,69,69,8,25,6,3,44,47,1004,1052,165,166
Siskiyou County,2016,2639,1141,1174,15,16,57,68,20,28,2,3,57,58,1135,1241,157,106
Siskiyou County,2016,3575,1472,1759,29,18,58,66,23,30,3,0,49,68,1516,1797,118,144
Siskiyou County,2016,3919,1720,1864,19,20,59,63,23,26,4,2,43,76,1752,1916,116,135
Siskiyou County,2016,3804,1751,1745,24,24,52,62,21,26,7,5,49,38,1802,1821,102,79
Siskiyou County,2016,2694,1251,1233,10,12,38,35,15,20,0,1,37,42,1294,1277,57,66
Siskiyou County,2016,1692,811,780,6,7,25,21,11,6,1,0,12,12,835,796,31,30
Siskiyou County,2016,1132,478,564,11,7,12,10,4,5,0,0,22,19,500,573,27,32
Siskiyou County,2016,1173,429,670,7,5,10,20,0,5,0,0,10,17,434,686,22,31
Siskiyou County,2017,43784,18862,19018,378,254,1055,1131,273,349,87,65,1130,1182,18980,19328,2805,2671
Siskiyou County,2017,2277,878,838,25,15,104,120,7,21,7,6,142,114,873,865,290,249
Siskiyou County,2017,2575,1029,965,19,29,82,89,19,42,8,5,156,132,1045,979,268,283
Siskiyou County,2017,2493,1050,962,13,15,87,82,13,14,9,9,115,124,1051,973,236,233
Siskiyou County,2017,2413,1009,945,23,14,73,67,8,22,11,4,113,124,998,959,239,217
Siskiyou County,2017,2107,933,777,34,18,63,73,17,6,6,5,95,80,901,755,247,204
Siskiyou County,2017,2268,992,914,34,12,59,77,25,22,12,5,63,53,992,902,193,181
Siskiyou County,2017,2291,990,933,21,10,76,95,20,14,3,5,48,76,980,965,178,168
Siskiyou County,2017,2280,988,972,36,10,60,60,15,21,4,5,50,59,989,956,164,171
Siskiyou County,2017,2039,927,854,25,13,60,45,10,16,4,6,33,46,889,833,170,147
Siskiyou County,2017,2376,1037,1038,27,10,71,61,16,24,6,2,42,42,1022,1010,177,167
Siskiyou County,2017,2515,1057,1153,11,15,59,75,18,25,2,5,44,51,1049,1209,142,115
Siskiyou County,2017,3359,1408,1616,32,20,54,63,23,26,3,0,50,64,1438,1652,132,137
Siskiyou County,2017,3951,1687,1899,19,18,64,73,23,31,3,2,48,84,1729,1961,115,146
Siskiyou County,2017,3788,1740,1766,24,22,43,58,27,22,8,4,40,34,1770,1821,112,85
Siskiyou County,2017,2936,1356,1336,12,15,44,39,15,24,0,2,47,46,1418,1396,56,66
Siskiyou County,2017,1810,877,820,4,7,30,24,12,9,1,0,11,15,896,836,39,39
Siskiyou County,2017,1152,484,575,11,6,13,13,3,4,0,0,21,22,511,589,21,31
Siskiyou County,2017,1154,420,655,8,5,13,17,2,6,0,0,12,16,429,667,26,32
Siskiyou County,2018,43724,18705,18926,389,258,1072,1154,307,381,89,65,1169,1209,18868,19230,2863,2763
Siskiyou County,2018,2268,868,820,21,11,104,116,9,22,7,7,152,131,863,852,298,255
Siskiyou County,2018,2513,935,973,21,34,87,97,16,53,10,7,149,131,976,992,242,303
Siskiyou County,2018,2598,1103,980,13,20,93,83,18,17,5,7,138,121,1105,988,265,240
Siskiyou County,2018,2355,1003,904,26,9,75,67,11,16,14,5,107,118,995,908,241,211
Siskiyou County,2018,1994,850,758,34,14,56,67,22,9,6,5,94,79,859,729,203,203
Siskiyou County,2018,2273,981,891,34,20,65,74,28,21,11,5,77,66,973,891,223,186
Siskiyou County,2018,2270,994,904,25,8,73,102,22,25,5,1,48,63,964,923,203,180
Siskiyou County,2018,2383,1013,1027,37,12,63,62,19,20,4,9,47,70,1020,1013,163,187
Siskiyou County,2018,2029,910,849,24,9,57,58,14,20,4,5,33,46,882,852,160,135
Siskiyou County,2018,2342,1038,1010,22,10,68,52,19,23,4,3,43,50,1010,984,184,164
Siskiyou County,2018,2388,995,1096,18,12,59,73,21,23,3,3,35,50,987,1127,144,130
Siskiyou County,2018,3235,1331,1529,33,28,62,72,18,33,3,0,66,60,1365,1574,148,148
Siskiyou County,2018,3916,1690,1865,21,16,61,74,26,31,4,1,47,80,1723,1932,126,135
Siskiyou County,2018,3809,1730,1793,23,21,47,56,26,22,7,5,40,39,1762,1832,111,104
Siskiyou County,2018,3077,1405,1415,12,16,48,43,18,26,1,2,46,45,1476,1484,54,63
Siskiyou County,2018,1966,963,875,7,8,26,26,12,10,1,0,17,21,976,890,50,50
Siskiyou County,2018,1158,493,578,10,3,11,16,6,3,0,0,15,23,515,590,20,33
Siskiyou County,2018,1150,403,659,8,7,17,16,2,7,0,0,15,16,417,669,28,36
Solano County,2013,423749,130074,127072,31837,31492,2709,2560,29977,35295,2143,2148,14029,14413,156482,161362,54287,51618
Solano County,2013,26231,7849,7465,1849,1829,159,171,1432,1364,136,140,1939,1898,8242,8032,5122,4835
Solano County,2013,27324,8025,7541,2003,1896,196,200,1757,1673,126,105,1994,1808,8695,8235,5406,4988
Solano County,2013,27603,7814,7552,2045,2130,207,193,1952,1843,128,142,1831,1766,8935,8692,5042,4934
Solano County,2013,27934,8221,7449,2341,2298,210,180,1938,1808,156,153,1658,1522,9754,8870,4770,4540
Solano County,2013,31425,9989,8311,2745,2471,246,229,2198,2192,160,168,1311,1405,11654,10373,4995,4403
Solano County,2013,30321,9721,8724,2328,2118,201,185,2295,2367,175,185,975,1047,11119,10542,4576,4084
Solano County,2013,28606,9125,8323,2165,1944,192,162,2135,2373,166,180,888,953,10298,9956,4373,3979
Solano County,2013,25490,7869,7480,1897,1775,196,168,1999,2304,183,159,673,787,8893,9006,3924,3667
Solano County,2013,26990,8438,8036,2186,1927,189,217,1960,2486,159,153,579,660,9885,10048,3626,3431
Solano County,2013,28974,9083,8786,2503,2266,190,165,2053,2488,175,157,523,585,11178,11430,3349,3017
Solano County,2013,32010,9987,9814,2707,2683,216,201,2220,2720,153,147,543,619,13083,13507,2743,2677
Solano County,2013,30054,9384,9608,2249,2321,168,145,2165,2893,129,127,404,461,12312,13358,2187,2197
Solano County,2013,25554,8053,8102,1779,1907,121,131,2016,2682,101,93,272,297,10807,11668,1535,1544
Solano County,2013,19824,6337,6667,1168,1385,79,104,1512,1989,84,87,177,235,8358,9340,999,1127
Solano County,2013,12759,3920,4353,732,955,72,40,936,1433,43,58,99,118,5176,6167,626,790
Solano County,2013,9181,2626,3199,605,696,32,23,652,1082,41,50,78,97,3603,4572,431,575
Solano County,2013,6750,1960,2512,346,443,23,23,387,891,18,27,47,73,2452,3560,329,409
Solano County,2013,6719,1673,3150,189,448,12,23,370,707,10,17,38,82,2038,4006,254,421
Solano County,2014,429155,131478,128494,32195,31926,2712,2575,30384,35922,2187,2194,14316,14772,157579,162823,55693,53060
Solano County,2014,26386,7980,7568,1850,1882,151,156,1333,1338,142,147,1913,1926,8234,8160,5135,4857
Solano County,2014,27568,8091,7584,2017,1971,175,189,1789,1663,113,112,2038,1826,8685,8198,5538,5147
Solano County,2014,27506,7874,7535,2039,2055,204,197,1915,1831,124,137,1841,1754,8767,8601,5230,4908
Solano County,2014,27406,8053,7275,2201,2231,200,180,1950,1792,162,140,1670,1552,9494,8537,4742,4633
Solano County,2014,31371,9894,8320,2824,2393,251,215,2157,2126,163,167,1404,1457,11535,10102,5158,4576
Solano County,2014,31216,9895,8881,2520,2241,223,202,2353,2477,169,187,983,1085,11462,10872,4681,4201
Solano County,2014,29564,9477,8601,2206,2030,193,164,2223,2384,184,185,911,1006,10655,10282,4539,4088
Solano County,2014,25997,8038,7561,1891,1854,206,178,2014,2409,176,162,701,807,9014,9225,4012,3746
Solano County,2014,26743,8289,7975,2137,1863,191,219,2021,2441,166,156,599,686,9750,9761,3653,3579
Solano County,2014,28122,8798,8426,2425,2152,188,159,1997,2517,185,153,523,599,10703,10989,3413,3017
Solano County,2014,31952,9948,9880,2673,2655,201,197,2200,2723,153,166,548,608,12850,13407,2873,2822
Solano County,2014,30703,9584,9730,2313,2461,196,156,2185,2868,132,129,443,506,12574,13577,2279,2273
Solano County,2014,26258,8097,8429,1853,1946,118,138,2088,2776,107,103,272,331,10914,12047,1621,1676
Solano County,2014,21226,6730,7005,1273,1523,71,106,1648,2243,94,95,201,237,8916,9995,1101,1214
Solano County,2014,13620,4241,4657,765,1001,79,54,995,1495,46,53,102,132,5572,6537,656,855
Solano County,2014,9558,2730,3330,610,735,37,26,698,1115,46,54,81,96,3747,4763,455,593
Solano County,2014,6943,2007,2547,389,464,20,20,415,922,10,25,46,78,2546,3640,341,416
Solano County,2014,7016,1752,3190,209,469,8,19,403,802,15,23,40,86,2161,4130,266,459
Solano County,2015,433708,132334,129590,32391,32144,2744,2592,30911,36656,2249,2228,14746,15123,158536,163854,56839,54479
Solano County,2015,26727,8180,7693,1874,1882,143,160,1304,1327,138,154,1920,1952,8335,8238,5224,4930
Solano County,2015,27512,8064,7498,1969,1953,161,194,1779,1649,134,128,2069,1914,8635,8106,5541,5230
Solano County,2015,27513,7950,7588,2031,1972,209,196,1881,1817,136,139,1881,1713,8720,8483,5368,4942
Solano County,2015,27145,7917,7242,2150,2155,210,177,1940,1807,146,145,1715,1541,9244,8360,4834,4707
Solano County,2015,30485,9583,8069,2724,2327,233,212,2096,2045,159,154,1433,1450,11124,9624,5104,4633
Solano County,2015,32059,10034,8990,2588,2339,235,208,2459,2595,176,167,1071,1197,11849,11163,4714,4333
Solano County,2015,30271,9647,8834,2265,2055,216,166,2262,2505,175,183,914,1049,10862,10602,4617,4190
Solano County,2015,27148,8331,7829,2090,1954,209,159,2021,2518,190,186,790,871,9497,9646,4134,3871
Solano County,2015,26060,8022,7784,1994,1835,173,216,2021,2415,166,157,603,674,9333,9427,3646,3654
Solano County,2015,27783,8614,8281,2387,2044,183,166,2064,2550,191,155,534,614,10478,10686,3495,3124
Solano County,2015,31251,9714,9655,2608,2554,203,189,2192,2679,153,164,544,596,12418,12966,2996,2871
Solano County,2015,31116,9643,9826,2350,2576,201,161,2249,2859,134,123,474,520,12695,13694,2356,2371
Solano County,2015,27184,8333,8693,1905,2067,127,150,2148,2882,122,114,280,363,11162,12447,1753,1822
Solano County,2015,22608,7102,7350,1396,1660,79,97,1803,2455,100,94,229,243,9483,10579,1226,1320
Solano County,2015,14492,4483,4996,801,1046,76,72,1054,1584,51,57,119,153,5878,7013,706,895
Solano County,2015,9924,2868,3418,621,753,54,23,748,1170,47,53,73,96,3941,4872,470,641
Solano County,2015,7069,2017,2602,407,463,21,26,461,896,11,32,51,82,2619,3660,349,441
Solano County,2015,7361,1832,3242,231,509,11,20,429,903,20,23,46,95,2263,4288,306,504
Solano County,2016,439300,133784,130738,32755,32518,2769,2628,31523,37444,2280,2237,15188,15436,159826,164995,58473,56006
Solano County,2016,26948,8384,7739,1827,1818,155,157,1314,1348,147,145,1996,1918,8433,8095,5390,5030
Solano County,2016,27581,8009,7653,1980,1990,147,193,1763,1575,145,134,2020,1972,8606,8226,5458,5291
Solano County,2016,27644,7992,7602,2075,1942,220,197,1883,1862,135,116,1918,1702,8776,8393,5447,5028
Solano County,2016,26951,7864,7236,2014,2133,208,177,1923,1815,135,146,1734,1566,8908,8253,4970,4820
Solano County,2016,29787,9389,7824,2629,2240,219,204,2053,1960,159,140,1508,1462,10817,9161,5140,4669
Solano County,2016,33079,10224,9152,2807,2437,249,212,2506,2712,175,177,1158,1270,12175,11471,4944,4489
Solano County,2016,31353,9916,9024,2343,2172,238,185,2400,2679,159,183,964,1090,11250,10950,4770,4383
Solano County,2016,28086,8757,8098,2147,1956,201,161,2092,2557,188,185,834,910,9902,9884,4317,3983
Solano County,2016,25525,7818,7493,1975,1756,176,212,2069,2391,169,153,624,689,9110,9036,3721,3658
Solano County,2016,27982,8721,8306,2354,2061,178,177,2037,2601,183,163,554,647,10404,10682,3623,3273
Solano County,2016,30538,9381,9427,2555,2480,200,187,2242,2665,155,156,521,569,11974,12537,3080,2947
Solano County,2016,31379,9675,9845,2428,2664,194,161,2232,2830,159,138,502,551,12754,13714,2436,2475
Solano County,2016,28045,8495,8979,1985,2173,130,151,2201,2989,122,117,313,390,11341,12884,1905,1915
Solano County,2016,23660,7447,7616,1484,1745,93,108,1889,2586,104,98,234,256,9931,11001,1320,1408
Solano County,2016,15634,4836,5334,862,1135,71,73,1169,1732,59,65,130,168,6370,7533,757,974
Solano County,2016,10317,2973,3544,614,794,54,26,797,1246,46,55,69,99,4062,5083,491,681
Solano County,2016,7204,2021,2600,412,497,21,22,511,928,19,40,56,77,2675,3697,365,467
Solano County,2016,7587,1882,3266,264,525,15,25,442,968,21,26,53,100,2338,4395,339,515
Solano County,2017,443877,134837,131342,33104,32946,2821,2670,32285,38280,2315,2268,15439,15570,160703,165663,60098,57413
Solano County,2017,26997,8320,7659,1837,1845,160,161,1395,1402,155,143,2002,1918,8502,8052,5367,5076
Solano County,2017,27543,8094,7670,1882,1995,151,184,1747,1584,147,132,2000,1957,8478,8300,5543,5222
Solano County,2017,27667,8048,7638,2086,1904,196,200,1890,1825,132,115,1934,1699,8720,8231,5566,5150
Solano County,2017,26800,7771,7240,1970,2064,210,187,1902,1870,140,154,1727,1565,8730,8130,4990,4950
Solano County,2017,29217,9123,7646,2568,2228,199,196,2084,1914,146,141,1518,1454,10556,8922,5082,4657
Solano County,2017,33759,10398,9106,2939,2562,265,221,2549,2750,177,184,1279,1329,12380,11534,5227,4618
Solano County,2017,31690,10007,9151,2429,2194,247,184,2442,2686,162,173,944,1071,11347,11005,4884,4454
Solano County,2017,29323,9204,8450,2238,1998,213,170,2209,2648,180,189,894,930,10378,10160,4560,4225
Solano County,2017,25717,7905,7368,2015,1793,184,192,2112,2454,180,162,640,712,9115,8984,3921,3697
Solano County,2017,27859,8637,8238,2317,2006,187,193,2046,2689,173,158,576,639,10280,10536,3656,3387
Solano County,2017,29784,9123,9081,2528,2381,192,174,2247,2669,169,154,502,564,11560,12015,3201,3008
Solano County,2017,31319,9524,9669,2506,2698,205,184,2264,2855,171,148,519,576,12655,13582,2534,2548
Solano County,2017,28889,8749,9299,2012,2273,141,155,2223,3035,116,121,340,425,11548,13207,2033,2101
Solano County,2017,23796,7354,7558,1504,1821,102,115,1982,2653,112,99,241,255,9876,11042,1419,1459
Solano County,2017,17477,5454,5926,969,1282,74,74,1333,1906,66,69,136,188,7182,8358,850,1087
Solano County,2017,10876,3135,3734,608,833,55,33,848,1354,46,51,75,104,4257,5378,510,731
Solano County,2017,7413,2054,2671,418,542,22,21,529,953,24,43,56,80,2717,3821,386,489
Solano County,2017,7751,1937,3238,278,527,18,26,483,1033,19,32,56,104,2422,4406,369,554
Solano County,2018,446610,135032,131646,33112,33055,2898,2779,32978,39151,2306,2243,15671,15739,160667,165973,61330,58640
Solano County,2018,26952,8155,7607,1838,1832,165,193,1496,1463,150,134,2067,1852,8534,7992,5337,5089
Solano County,2018,27392,8132,7609,1848,1930,170,178,1711,1598,151,139,1940,1986,8430,8247,5522,5193
Solano County,2018,27730,8125,7590,2067,1908,190,203,1862,1875,136,106,1956,1712,8675,8216,5661,5178
Solano County,2018,26630,7807,7153,1922,1966,196,177,1943,1866,130,141,1745,1584,8553,7962,5190,4925
Solano County,2018,28735,8852,7593,2457,2210,215,197,2089,1899,135,138,1557,1393,10285,8754,5020,4676
Solano County,2018,33838,10303,9028,3050,2588,262,240,2552,2742,164,168,1337,1404,12362,11384,5306,4786
Solano County,2018,31955,9984,9193,2479,2202,252,208,2490,2787,161,189,939,1071,11413,11119,4892,4531
Solano County,2018,30167,9465,8663,2284,2009,224,181,2343,2740,182,189,925,962,10702,10393,4721,4351
Solano County,2018,26300,8014,7549,2031,1867,198,178,2155,2529,188,161,662,768,9140,9262,4108,3790
Solano County,2018,27388,8489,7970,2249,1973,180,214,2147,2662,166,148,552,638,10100,10113,3683,3492
Solano County,2018,28824,8802,8747,2418,2228,191,169,2165,2704,177,156,506,561,10977,11478,3282,3087
Solano County,2018,31182,9505,9506,2524,2685,209,196,2285,2842,165,151,531,583,12549,13312,2670,2651
Solano County,2018,29087,8732,9396,2010,2316,156,147,2210,3045,127,130,369,449,11479,13222,2125,2261
Solano County,2018,24462,7392,7760,1569,1920,116,124,2081,2768,113,93,244,282,9993,11379,1522,1568
Solano County,2018,18669,5760,6273,1029,1384,69,86,1468,2105,73,72,151,199,7606,8940,944,1179
Solano County,2018,11674,3406,4067,614,928,60,39,881,1413,42,51,72,101,4527,5808,548,791
Solano County,2018,7634,2075,2727,428,571,25,22,585,988,30,47,55,81,2805,3924,393,512
Solano County,2018,7991,2034,3215,295,538,20,27,515,1125,16,30,63,113,2537,4468,406,580
Sonoma County,2013,494243,212708,220867,5153,4141,5420,5344,9228,11198,806,1030,8943,9405,176433,190466,65825,61519
Sonoma County,2013,26902,11507,11132,304,291,341,325,453,397,43,49,1062,998,7509,7170,6201,6022
Sonoma County,2013,29202,12395,11766,357,291,483,480,561,545,34,53,1128,1109,8280,7836,6678,6408
Sonoma County,2013,29271,12591,11923,301,288,446,455,552,562,45,58,1025,1025,8876,8416,6084,5895
Sonoma County,2013,30962,12946,12977,409,353,452,439,688,677,57,67,945,952,9967,10014,5530,5451
Sonoma County,2013,32842,14408,13344,482,341,514,452,761,707,72,64,856,841,11298,10655,5795,5094
Sonoma County,2013,31683,14211,12914,399,303,436,447,658,766,68,64,676,741,10792,10304,5656,4931
Sonoma County,2013,32168,14236,13444,410,329,463,432,632,807,63,88,606,658,10610,10550,5800,5208
Sonoma County,2013,28943,12723,12121,380,321,404,390,650,838,62,65,489,500,9551,9641,5157,4594
Sonoma County,2013,31058,13560,13356,362,276,391,364,672,998,53,87,456,483,10630,11187,4864,4377
Sonoma County,2013,32886,14397,14542,348,275,377,321,726,942,65,73,376,444,12128,13039,4161,3558
Sonoma County,2013,36982,15840,17145,392,317,350,352,705,904,60,82,398,437,14580,16348,3165,2889
Sonoma County,2013,37310,16161,17611,362,237,277,267,658,834,75,105,318,405,15416,17267,2435,2192
Sonoma County,2013,35155,15293,17108,239,175,216,218,514,733,40,69,232,318,14872,16947,1662,1674
Sonoma County,2013,28144,12462,13799,184,102,108,163,385,471,30,48,188,204,12303,13647,1054,1140
Sonoma County,2013,17794,7689,8953,92,105,78,91,233,296,24,25,83,125,7550,8896,649,699
Sonoma County,2013,11871,4956,6125,55,57,45,56,152,301,7,13,43,61,4872,6060,386,553
Sonoma County,2013,9208,3540,5107,41,36,22,47,121,206,5,6,28,49,3455,5044,302,407
Sonoma County,2013,11862,3793,7500,36,44,17,45,107,214,3,14,34,55,3744,7445,246,427
Sonoma County,2014,498803,214088,222717,5279,4272,5468,5379,9511,11566,800,1042,9112,9569,177538,191977,66720,62568
Sonoma County,2014,26628,11465,11099,302,283,294,270,454,407,45,46,997,966,7617,7263,5940,5808
Sonoma County,2014,28943,12209,11685,353,283,472,489,550,539,32,55,1133,1143,8080,7683,6669,6511
Sonoma County,2014,29335,12655,11826,326,304,466,454,573,565,40,53,1035,1038,8869,8233,6226,6007
Sonoma County,2014,30608,12693,12884,389,333,452,420,681,684,51,67,982,972,9666,9864,5582,5496
Sonoma County,2014,32242,14027,13014,489,355,518,469,817,700,70,76,880,827,10957,10216,5844,5225
Sonoma County,2014,32265,14438,13088,414,324,448,437,691,856,56,50,709,754,11144,10705,5612,4804
Sonoma County,2014,32910,14389,13816,405,353,454,464,673,846,69,103,646,692,10842,11031,5794,5243
