Total Population,California County,Longitude,Latitude,PM2.5,Cleanup Sites,Haz. Waste,Pollution Burden,Asthma,Cardiovascular Disease,Traffic
6816,Santa Clara,-121.8272382,37.3436482,8.880436544,0.0,0.07,28.1255499360779,65.89,13.9,1305.376999
2758,Los Angeles,-118.0681112,33.8836153,11.91939602,1.55,0.07,39.5214986457928,34.57,10.57,1419.56116
6290,Imperial ,-115.8770315,33.27526,8.951260307,4.0,0.0,29.5794304074565,27.95,12.7,498.5180068
4576,Ventura ,-118.7274118,34.2776642,9.404427539,0.0,0.5,42.1142823514752,48.64,14.2,1629.270566
1461,Sacramento ,-121.4946981,38.6450907,8.969515065,0.0,0.06,22.8173303292592,78.8,21.53,1901.689121
2576,Mariposa ,-120.0838974,37.3724477,10.04038613,1.0,0.0,29.714175100672,34.82,16.39,44.4409065
4610,Los Angeles,-118.3967808,34.0717107,11.80254647,18.5,0.46,51.8666630981674,15.67,8.64,1042.969023
2510,Plumas ,-120.9109355,40.0916592,7.322027043,8.0,0.6,37.2222256201681,24.94,11.79,217.2713266
3790,Los Angeles,-118.4511824,34.4388053,9.996792372,0.0,0.0,34.724441625077,39.71,10.69,844.4674229
3812,San Bernardino,-117.620363,34.116218,14.76386493,20.95,0.635,54.9231519507051,24.98,11.25,811.3402706
5049,Orange ,-117.908263,33.9153573,12.07133982,13.95,1.82,61.8551940668295,27.73,9.48,1231.746956
4691,Orange ,-118.0344035,33.7896268,11.69906039,0.9,0.335,49.0111226359627,25.8,10.05,1345.309242
7424,Orange ,-117.8488281,33.8051326,12.03003726,16.35,2.255,50.0409086518275,30.05,10.33,535.4569899
5314,San Diego,-117.0201686,32.6944869,10.45001823,0.0,0.07,39.1637555655731,39.14,8.38,1438.90429
4587,San Diego,-117.1472238,32.7303885,9.967783799,34.45,2.35,53.9636782806775,71.78,10.41,802.0452877
3096,San Bernardino,-115.5309263,34.2421428,8.004748443,62.0,0.0,32.0727983584365,35.53,29.89,61.4458794
4072,Ventura ,-118.7744879,34.2700452,9.343654845,0.0,0.13,33.546201789682,43.24,13.97,894.9627343
4973,Santa Barbara,-119.7211598,34.4203889,7.962713157,0.0,0.12,33.3753782782059,50.59,11.11,1167.048348
4393,Sonoma ,-122.8080845,38.5426791,6.72571008,21.35,0.7,44.9067329336163,41.01,13.15,1083.740025
4246,Los Angeles,-118.1198426,34.0661708,12.00233411,0.0,0.17,40.117333392439,17.76,4.93,645.6572939
7021,Santa Clara,-122.01954,37.4010794,8.323350274,46.85,1.79,44.542451272666,36.83,9.73,3160.360783
5239,San Diego,-117.1622682,32.7447803,10.02406722,0.4,1.135,41.2350613968115,48.78,10.92,726.6373936
5707,Los Angeles,-118.3227742,33.7964591,11.91367104,6.95,1.18,51.9376545985292,40.01,10.84,742.5544458
3670,Orange ,-118.0573402,33.8142505,11.67881874,6.55,0.47,42.8308727529464,34.38,11.32,644.878717
7019,Sutter ,-121.6618808,39.1198969,9.192296339,0.0,0.11,38.0457161174683,26.3,17.56,693.6605325
8637,Santa Clara,-121.801337,37.3184116,8.60691594,0.5,0.325,31.8850607708202,32.48,8.59,1364.522404
2189,Solano ,-122.2138705,38.0932268,9.056655581,10.0,0.025,28.9118967701719,83.11,13.1,426.6959648
2846,Los Angeles,-118.4746272,34.277998,11.35818212,0.0,0.1,51.5764011022807,48.91,12.55,2217.713803
4379,Contra Costa,-122.22759,38.0244532,8.714858323,2.25,0.0,31.2202822384646,81.19,13.42,1224.317801
4631,Sonoma ,-122.7503889,38.4828618,7.361682235,10.0,2.81,42.3762023969352,56.25,14.03,1364.018968
4107,Lake ,-122.5917589,38.9857973,3.898694282,0.5,0.0,26.9554049689974,130.29,18.13,315.8006177
8445,San Mateo,-122.4568853,37.6970709,8.425126465,5.0,0.2,34.4635385046265,55.33,11.86,644.7180794
5488,San Bernardino,-117.1272467,34.4076989,7.003521122,6.0,0.0,24.6011359344813,71.83,22.97,276.0965153
7129,Santa Clara,-122.1055697,37.4018798,8.183735022,47.0,0.385,42.549589417519,18.92,10.19,1205.72618
4624,San Diego,-117.1513148,32.7447633,9.955845738,6.4,0.5,44.5295969422526,47.94,10.67,813.0198166
6797,Riverside ,-117.6361387,33.8732429,12.3095548,6.75,0.45,48.4601730123514,25.69,13.27,1321.58645
4528,Fresno ,-119.8108607,36.7721367,13.6292475,0.0,0.135,40.7901695444377,95.32,11.15,448.1109188
3849,Santa Clara,-121.906949,37.4585704,8.36734427,7.2,0.87,41.7165401095252,23.36,9.42,1363.793324
5623,Amador ,-120.9288239,38.3544187,8.707073312,58.3,2.2,47.3395892868717,50.25,18.14,294.3123591
5136,Los Angeles,-117.8649253,34.0082843,12.26873959,0.0,0.295,47.2924410340533,22.55,8.22,659.2955044
1645,Ventura ,-119.2882052,34.2871365,8.799858413,2.6,0.425,39.5735426222691,53.83,9.71,304.8092841
4962,Ventura ,-119.4256973,34.0110019,8.78515943,4.4,0.07,48.5713603464673,37.77,10.95,1114.06045
5152,Riverside ,-117.5175804,33.8973552,12.64317606,0.0,0.125,35.4114616170699,43.63,19.35,481.1378247
5444,Los Angeles,-118.3130811,33.8123572,11.9316356,16.4,0.54,48.0170451854718,52.35,11.03,768.9117141
5474,Los Angeles,-118.1015045,33.8042037,11.59699651,18.0,0.485,58.2652881642847,23.8,12.66,1441.853454
4315,Los Angeles,-118.6125452,34.225826,10.91904895,10.45,0.905,51.6636370575905,63.4,14.45,1108.751137
3703,Butte ,-121.849496,39.7638564,9.660793449,12.0,0.37,37.2665904827613,39.13,10.23,982.4982849
6346,Santa Clara,-121.8341637,37.3358272,9.033810417,0.0,0.225,31.7258916905208,71.58,15.02,1022.327414
2170,Tuolumne ,-120.4501293,37.7908267,9.419877012,6.0,0.15,37.5884592628611,62.44,13.98,232.7951148
2788,Los Angeles,-118.3388222,34.0837728,11.89127311,14.4,0.335,61.488920086542,37.5,11.19,1539.686215
7487,Los Angeles,-118.5796806,34.286095,10.51287274,0.0,0.225,37.687077662621,24.41,12.47,3938.792052
3275,Orange ,-118.0200958,33.7516672,11.65930709,19.2,0.605,49.7750449492401,33.72,10.16,2424.614997
3311,Los Angeles,-117.8934924,33.98233,12.12767476,0.0,0.15,38.1171479891895,28.38,9.84,1084.843164
5177,Los Angeles,-117.943153,33.9836985,11.97278589,6.0,0.02,37.5965925052062,41.15,11.18,1076.894982
6933,San Diego,-117.2135819,32.8176578,9.589333585,12.5,0.3,51.0208723677379,40.94,10.43,1682.369864
5846,San Bernardino,-117.5930105,34.1294228,13.50348846,0.0,0.12,42.2854830911532,21.67,10.77,1391.710183
5354,San Bernardino,-117.3111382,34.3367941,9.395838543,0.0,0.0,27.4570398934848,65.14,27.27,248.3652887
3563,Ventura ,-118.8593759,34.211133,9.162314803,0.0,0.18,35.4867651021727,22.52,11.31,1073.404768
4000,Riverside ,-117.2130878,33.900986,11.38501869,0.0,0.095,23.9727226328661,58.75,17.29,494.6289356
2907,Riverside ,-116.5369071,33.8376124,6.193206484,0.0,0.31,27.9837232563193,59.03,14.15,635.6596928
4851,San Benito,-121.4198016,36.8474941,5.179339459,0.9,0.125,24.8531439598753,63.09,24.8,607.6910287
3342,San Diego,-117.222755,33.1484964,8.781840637,7.7,4.215,49.512540007673,19.66,7.1,832.7997681
5087,San Bernardino,-117.3728997,34.4768743,8.363150027,4.2,0.3,22.6680436134223,86.91,32.25,348.7016792
3064,Los Angeles,-118.3504673,33.8453408,11.95522956,2.6,0.805,58.8223340117726,27.55,10.88,1441.439108
4616,Los Angeles,-118.4808881,34.2619343,11.47001272,0.0,0.135,47.8003738729859,46.18,11.33,2656.587808
3702,Fresno ,-119.8702212,36.8321013,13.287232,0.0,0.15,39.6366820731876,63.8,9.85,710.3065395
1423,San Bernardino,-117.2142148,34.1980613,10.06529322,0.0,0.1,37.7849219637633,52.53,12.28,315.9526172
14686,San Joaquin,-121.5028399,37.7282495,8.753761415,1.5,1.235,43.4699469899923,38.49,16.48,1228.623162
4715,Los Angeles,-118.064732,34.569356,8.085020981,0.0,0.01,23.4426876971177,96.08,18.27,370.4621738
6643,Los Angeles,-118.3866139,34.152183,11.55263667,0.0,0.07,49.8081685593341,27.61,10.74,2648.743633
6086,San Bernardino,-117.3552403,34.4348061,8.640090455,0.0,0.0,25.1511383198203,67.1,28.23,2409.587616
5628,Los Angeles,-118.101621,33.8388435,11.71684505,2.0,0.22,52.0420354481715,32.57,14.05,808.9191328
7192,Orange ,-117.8653441,33.9175293,12.11764603,1.0,1.52,59.1024985427818,34.21,12.6,1804.89345
2521,Los Angeles,-118.3804364,34.0611535,11.699038,1.0,0.145,47.8195097461856,20.98,6.64,1668.333843
4698,Orange ,-118.0412155,33.8485886,11.82878158,1.25,0.13,39.6455351380436,37.46,12.9,1057.082268
2461,Napa ,-122.2877733,38.2947649,9.857850303,22.0,0.04,44.0334846358422,43.69,11.04,364.7678549
4125,Los Angeles,-118.3308068,33.8773079,12.01245967,0.0,0.0,38.9353623607138,35.45,14.45,910.0325673
17392,Stanislaus ,-120.9376668,37.6796323,11.187895170000001,0.0,0.0,39.0464236093016,62.99,15.68,653.959422
2397,Santa Clara,-121.8319402,37.340185,9.07822618,0.0,0.1,28.995551200165,71.58,15.02,712.9790674
3409,San Diego,-117.251038,33.21679,8.894604356,1.75,0.285,38.7294772423175,35.11,11.34,732.1017403
5340,San Diego,-116.9270232,32.8141917,9.671029267,0.0,0.4,34.6746974894687,59.41,15.22,633.6612139
5739,Los Angeles,-118.3730208,33.9759315,11.87271814,2.2,0.155,50.1101969173223,32.04,10.01,3305.026281
6313,San Joaquin,-121.4450292,37.7328505,8.887011366,2.5,0.36,31.6495242339972,90.96,16.66,1088.278026
9668,San Diego,-117.2039111,33.2338179,8.234494811,6.0,0.225,42.2332314715517,34.46,11.55,526.321175
4830,Alameda ,-122.1553145,37.6845009,8.733402579,0.5,0.11,28.6341118059126,69.09,16.6,418.5121439
6990,Los Angeles,-118.4712318,34.3970565,10.07294539,0.0,0.5,45.7641949929049,39.65,10.52,2176.950025
3385,Ventura ,-119.1898328,34.1720578,8.828233906,0.0,0.035,35.1802469327849,36.95,11.52,805.8987667
6378,San Bernardino,-117.1523698,34.1021545,10.65548324,4.5,0.2,38.7496009147212,54.02,17.3,375.8802278
7474,Tulare ,-119.2649465,36.298584,13.92408283,0.0,0.15,45.9182129436903,39.9,15.96,476.9453852
9111,Yolo ,-122.0245787,38.5786038,7.792276471,16.0,0.6,41.8101738434782,46.1,14.08,166.4936235
12851,Stanislaus ,-120.8609918,37.5330658,12.16865058,1.0,0.05,40.915563354324,39.31,17.59,673.1542966
4840,Los Angeles,-117.9948416,33.9274179,11.92158802,1.8,0.02,35.801741578565,45.28,17.31,773.0479804
3764,San Diego,-117.2916541,33.1897718,9.028821855,7.0,0.17,35.8226383952909,32.78,12.83,1435.207887
4621,San Joaquin,-121.0464269,38.106309,9.906181691,0.0,0.15,49.9910687687852,40.65,12.72,212.1028654
4423,Los Angeles,-118.1714209,33.7631621,11.64728179,0.1,0.3,40.5567546814254,46.01,9.96,783.4466337
4659,Santa Barbara,-119.5217962,34.3968141,8.730061141,0.0,0.9,46.5265752589134,32.23,6.99,827.6990039
6533,Santa Clara,-121.81141,37.3545123,8.487617435,0.0,0.2,26.9449375172352,58.38,15.09,549.3307208
2173,Placer ,-121.0770752,38.8923191,6.935660959,0.0,0.3,41.7520894260466,49.02,12.34,1010.527417
6422,San Bernardino,-117.2026161,34.0421853,11.32507092,2.25,0.32,42.745234349937,41.26,14.4,277.0347538
2623,Solano ,-122.2687139,38.1220821,8.96469607,0.0,0.065,27.2710132074232,199.35,21.22,906.553167
2728,Kern ,-118.9394252,35.389903,15.26056805,0.0,0.225,38.2680090614324,74.17,17.38,746.8382713
5413,Riverside ,-117.0632869,33.778279,9.414683025,7.0,0.0,37.0426700863683,42.84,14.5,1270.576822
3900,Solano ,-122.1071716,38.0870969,8.718851441,46.95,0.975,49.4161352667683,58.43,13.18,857.6299433
5878,Riverside ,-116.257874,33.6963551,7.435829104,0.0,0.3,29.1954114307799,58.55,16.66,761.806235
4717,Orange ,-117.9499072,33.6940852,11.58450813,14.5,0.685,50.8872289647502,29.93,11.88,2305.513153
7457,Riverside ,-117.30778,33.6272595,9.991275216,1.0,0.03,27.3671968886123,40.96,21.05,911.8911474
4989,Mendocino ,-123.3726489,39.2578856,6.732419791,6.0,0.335,31.2139476507382,66.25,9.81,258.0966555
2620,San Bernardino,-117.279282,34.2536638,9.30374355,0.4,0.01,31.856882028964,92.98,26.0,103.990417
2146,Los Angeles,-118.1723137,34.1236781,11.49946691,2.35,0.11,41.0385830521699,36.14,9.41,714.7316247
3181,San Mateo,-122.3682086,37.5973795,8.796773017,0.0,0.65,49.1143973150916,22.35,7.75,1645.314321
8050,Sonoma ,-122.6875017,38.4082641,7.180067186,0.25,0.325,32.592782750745,44.35,12.8,752.7713217
5163,Alameda ,-122.275884,37.8583737,9.145700959,0.7,0.45,40.1019935622598,59.42,10.09,742.2529583
5453,Alameda ,-122.1069995,37.6819278,8.695522784,2.0,0.195,32.6425828633742,81.51,15.36,427.8297758
5419,Los Angeles,-118.1397371,34.1851953,11.39128065,0.0,0.1,38.5250344586809,38.88,9.05,408.1607541
5962,Kings ,-119.650579,36.3572078,14.79077556,0.0,0.21,34.6592817772097,108.13,26.4,307.4836639
5632,Los Angeles,-118.4866076,34.4303386,10.05476144,0.25,0.0,38.4488852774577,47.26,12.73,878.8304645
1050,Santa Barbara,-119.71774,34.7776482,5.783725966,0.0,0.2,45.1023196084513,26.14,8.98,98.97132105
8540,San Bernardino,-117.136567,34.0183198,10.78203943,9.0,0.7,53.9970711601921,40.64,14.14,1222.070749
2805,Santa Barbara,-120.3430442,34.87259,7.233841958,22.0,3.185,49.2684291904622,44.33,8.34,316.9126069
6078,Santa Clara,-121.8272278,37.3586509,8.787448701,0.0,0.3,29.589254666982,58.38,15.09,1223.315862
4838,Los Angeles,-118.4489221,33.9875224,11.70131556,23.5,0.5,64.4757677114021,26.62,9.54,1472.947579
985,Los Angeles,-118.1794145,34.217155,11.04783104,12.0,0.25,50.0618956721306,30.67,7.08,591.2767045
5407,Riverside ,-116.4690836,33.819638,6.868327545,0.0,0.2,25.2720274335066,42.25,14.66,1003.855399
5752,Los Angeles,-118.1089643,33.8524335,11.74987106,0.0,0.475,49.3288853321571,31.38,13.51,733.5243646
5648,Sacramento ,-121.3889372,38.4601632,8.738523237,1.0,0.05,24.9573241480181,72.73,16.82,913.564157
3622,San Francisco,-122.4249293,37.7735403,8.601749206,13.0,4.41,41.5434579265799,67.28,7.85,850.8210198
4011,Orange ,-117.8531049,33.7914977,11.96960336,15.1,1.45,51.6943328297984,25.83,7.23,469.2868846
3052,Santa Clara,-122.0016057,37.3959254,8.320659511,32.25,0.355,46.8001992503114,32.86,8.83,3292.288148
4019,Orange ,-117.9008448,33.6821945,11.19439406,2.2,0.435,46.7232575601719,32.3,9.58,3404.204778
4190,Los Angeles,-118.2829278,34.1815516,11.70423764,3.6,0.01,47.3199512921373,30.76,12.13,231.3779128
6723,Orange ,-117.6973164,33.4622587,9.90472107,0.0,0.295,42.6381472444239,23.46,10.38,829.0472854
5068,San Mateo,-122.4529127,37.7051087,8.425126465,0.0,0.15,30.2988064610311,58.59,12.55,506.9452796
2074,Los Angeles,-117.8250298,34.0712985,12.314841,0.0,0.0,54.6939392236526,46.53,14.32,3812.229659
4091,Trinity ,-122.8246948,41.0094335,3.276309783,4.0,0.2,29.8972341183442,53.53,13.77,47.62163038
1981,Santa Clara,-121.9047132,37.4373171,8.325399743,14.3,0.85,32.4123348623235,29.3,11.57,775.0837799
4073,Los Angeles,-118.1163514,33.8359759,11.62150813,0.0,0.575,39.1296030312993,33.59,14.74,769.0097417
4355,Solano ,-122.2101506,38.1044692,9.078655882,0.0,0.11,27.6513190532643,83.11,13.1,414.0038811
3575,San Luis Obispo,-120.6622738,35.2804281,7.953049878,53.0,0.485,48.3557176466749,38.73,8.33,1231.181073
2173,Santa Barbara,-120.4658965,34.6350153,7.399626214,4.0,0.1,31.3275557369251,49.65,15.92,252.8411929
2538,Placer ,-121.2859939,38.8964967,7.709278536,0.0,0.075,34.9419686819851,31.69,14.48,478.7865375
13334,Yuba ,-121.5531096,39.017754,8.254624581,7.0,0.6,41.9382435402265,43.07,23.71,295.2333078
3374,Los Angeles,-118.0151414,33.9480802,11.93946958,9.5,0.055,45.0986307739149,34.4,14.56,953.9138926
3100,Los Angeles,-118.3783824,33.9652241,11.89041869,20.4,6.345,63.209194396643,26.79,11.17,2835.285925
4675,Humboldt ,-123.7462574,40.6845506,4.720264181,3.9,2.025,28.5680909892815,62.67,20.66,465.0342217
5270,Orange ,-118.0358073,33.7648072,11.78790839,9.25,0.035,56.3067201103869,40.89,14.16,3388.997237
4951,Orange ,-118.0079541,33.735963,11.60926073,2.75,0.665,46.6177624966222,39.42,10.77,1101.118517
6423,Los Angeles,-118.3361037,33.8273423,11.8979039,3.0,0.855,45.0095444323854,23.87,8.63,1143.122267
6273,San Diego,-117.2353782,33.2241242,8.65757372,1.5,0.4,35.187139923982,34.35,11.5,628.2287293
5116,Orange ,-118.0488803,33.7249161,11.4033511,0.0,0.155,34.9433693450116,27.16,11.59,617.8228343
7286,Solano ,-121.9869787,38.3825661,7.84979925,0.5,0.265,28.3448276943821,88.32,15.81,400.3206111
2414,Los Angeles,-118.3661529,34.0664969,11.71968263,0.0,0.955,53.0600156036135,21.29,9.93,1122.292637
3462,San Diego,-117.0450027,32.6998002,10.29609816,8.0,0.0,29.9111651733734,99.83,15.51,445.6074878
6223,Los Angeles,-117.7249135,34.1011641,12.92486339,0.0,0.56,50.7482120727804,31.93,11.11,647.515317
2997,Santa Clara,-121.7823587,37.2327986,7.999113111,38.95,9.89,37.7556788280352,42.14,15.49,788.3769432
4548,Sacramento ,-121.5039421,38.5289945,8.891359238,0.2,0.3,32.8101841626827,103.83,17.39,578.9850737
7323,San Bernardino,-117.3433595,34.4135996,9.259307004,0.0,0.3,29.5827998607807,41.35,17.45,2226.358602
21531,San Bernardino,-117.4288837,34.4864967,8.375109154,0.0,0.3,25.7767897559193,86.41,32.06,564.4019838
5986,San Francisco,-122.4322434,37.7235502,8.631993446,0.0,0.225,30.5876607406089,53.52,10.62,622.5550548
3296,Santa Barbara,-120.373004,34.557117,6.903343306,9.0,4.73,41.8191235921456,46.39,14.91,387.3416648
2327,Los Angeles,-118.5416524,34.2793058,11.03665977,0.0,0.01,38.9426695927668,29.0,15.55,2703.168762
2057,Los Angeles,-118.302932,33.7409725,11.63003614,1.6,0.135,31.1449091177012,63.42,9.72,607.0652834
588,Santa Clara,-122.0497236,37.4164755,8.374018299,51.6,2.78,48.2462366999904,13.37,5.93,4297.588844
7298,Yuba ,-121.4453728,39.2661888,7.613825952,11.2,0.11,45.943264470378,40.86,13.83,205.7617342
1698,Los Angeles,-117.8420545,34.0509011,12.17536434,4.0,0.11,46.2687870599526,22.59,8.11,1259.665809
2467,Sacramento ,-121.3258865,38.5849031,9.020872035,7.9,0.1,33.1539565643993,48.28,13.67,658.0493218
5183,Alameda ,-122.2433878,37.8052604,9.581723377,0.0,0.175,41.7207907824234,49.38,6.77,1759.228752
6284,El Dorado,-120.8454,38.7517688,7.979093729,0.0,0.345,39.4931026193946,49.93,10.36,1091.670413
3475,Los Angeles,-118.4605333,34.0456314,11.65656905,28.0,0.73,57.7730971950001,13.1,6.2,1130.111213
1916,San Joaquin,-121.2302494,37.8203178,10.9364099,0.0,0.1,28.2756554365348,94.36,22.52,478.2482192
2679,Los Angeles,-118.1294697,33.8646532,11.7740438,0.0,0.03,38.1055780617394,98.79,11.27,754.3845446
5634,Sacramento ,-121.3149374,38.6313361,8.753390994,12.0,0.3,33.6600365205131,83.06,13.8,424.4977488
1122,Riverside ,-116.7880179,33.7705133,7.362103914,0.0,0.1,33.2087908591183,30.52,13.19,148.3801332
4997,Orange ,-117.6245583,33.4249625,9.601862126,2.25,0.25,41.3775192292479,24.12,12.25,1438.72738
6145,San Diego,-117.0230027,32.7062651,10.37916195,0.0,0.045,31.5667731402242,53.62,9.0,514.3130472
9081,Riverside ,-117.1553002,33.5660699,9.016764889,0.0,0.39,33.9324833065791,38.17,21.57,948.9620889
5981,Sacramento ,-121.5206821,38.4876901,8.705140977,0.0,0.285,31.2704258450159,47.02,13.7,1246.873371
3885,Los Angeles,-118.0672796,33.8553144,11.86959561,0.0,0.21,38.7891266451982,27.72,8.86,740.3555847
5982,Contra Costa,-122.3071592,38.0033732,8.890957662,9.0,0.32,33.2210309574013,53.89,11.8,462.9727938
3534,Los Angeles,-118.3460738,33.8209421,11.87909496,3.15,1.635,49.3870609293198,25.49,10.41,1583.470944
3481,San Diego,-116.9554309,32.8220794,9.773323711,6.0,0.045,34.8541836207714,43.41,11.18,770.4038235
2733,Los Angeles,-118.7172726,34.153247,10.04262342,3.5,0.16,44.9887314860102,19.77,8.86,3730.138595
3059,Los Angeles,-118.3456014,34.0649905,11.85554635,1.7,0.55,50.4762886373778,31.63,12.33,1417.659668
3030,Sacramento ,-121.3205143,38.7026136,8.580728172,0.0,0.01,30.6292568348585,57.91,16.02,2398.214197
10227,San Bernardino,-117.4172844,34.5395289,7.620687438,0.0,0.15,20.5408766701889,97.5,35.47,563.4585441
3555,San Diego,-117.0547677,32.6775705,10.38890579,2.0,0.0,29.0378521891767,57.68,14.31,180.8970283
4264,San Diego,-117.286498,33.1803561,9.127201002,3.5,0.35,37.5431747463072,28.17,10.95,1025.944187
6303,Los Angeles,-117.7792994,34.0162998,12.38754597,0.0,0.1,43.8213014605267,25.42,8.88,3357.815226
4410,San Diego,-117.1090217,33.1355986,8.295526738,11.45,0.645,43.5753990128663,24.43,10.95,861.933493
6109,San Francisco,-122.467097,37.7133955,8.570159658,0.9,0.245,33.578574691912,31.05,7.69,2072.168806
5428,Humboldt ,-124.1798708,40.7846083,6.728470346,0.0,1.035,33.1571229657135,92.38,20.06,548.3851603
3419,Sacramento ,-121.3408345,38.572506,9.012680549,9.0,0.11,39.018333510454,61.73,17.96,1433.188431
4979,San Diego,-117.1788279,32.7782882,9.699978926,0.0,0.225,37.801973028579,38.35,6.96,588.3432243
3965,San Mateo,-122.4922836,37.7055918,8.515783063,0.6,0.61,38.7731411585537,42.42,10.6,1502.089527
4644,San Bernardino,-117.2065853,34.1432143,10.81654931,0.0,0.135,31.1481257542482,48.91,15.88,464.037726
4708,Santa Clara,-122.0838765,37.4059095,8.31767473,68.0,0.43,46.1498474209227,19.77,8.77,2054.520003
6693,Ventura ,-119.2460082,34.2507528,8.674105204,5.0,1.13,64.1100475861332,36.15,7.83,1340.965306
5466,Los Angeles,-118.0762455,34.1261899,11.70184498,0.0,0.145,46.339573742963,17.77,8.55,1006.734494
7427,Riverside ,-117.4175996,33.6671773,10.27968861,0.0,0.0,29.9747760213002,51.41,23.92,483.8661964
4991,Alameda ,-122.1658929,37.7564187,8.545663403,0.9,0.045,22.962319941176,141.18,13.03,238.789824
7331,Santa Clara,-121.8845877,37.3775245,8.730505494,28.6,5.745,45.0985216331677,24.14,8.37,1165.024837
4395,Los Angeles,-118.4413454,34.0259653,11.72305579,2.35,1.08,59.1439662155716,23.71,9.34,3883.358536
5018,Glenn ,-122.2109384,39.7422205,7.389288089,0.0,0.55,42.6957176558268,44.11,13.3,320.4083777
6236,Los Angeles,-118.3446895,33.7959818,11.90931561,13.9,0.81,51.9103591042601,30.47,12.49,1131.318031
2952,Alameda ,-121.9931032,37.5293622,8.671626074,0.9,0.07,36.1286204578235,42.72,12.38,2556.398798
4347,Humboldt ,-124.055087,40.440735,5.922550313,17.0,0.0,28.599783348081,62.02,21.26,161.5267151
4424,Los Angeles,-117.8769191,34.1360086,11.94310557,11.25,0.26,51.458467421894,38.8,12.82,594.1760234
10440,Orange ,-117.8609131,33.6691905,11.26369731,39.45,1.47,65.4308407042419,20.8,6.81,2224.924592
4533,San Bernardino,-117.6071663,34.1271062,13.66631867,18.0,0.35,46.7525471055061,34.86,15.34,585.8108077
3939,Riverside ,-117.146514,33.8710597,10.47638858,4.0,0.145,29.0931962441144,53.01,18.69,541.2667818
3657,Sacramento ,-121.2970596,38.7127907,8.421842213,0.0,0.01,39.5797547412474,51.37,14.67,2336.51848
5211,San Bernardino,-117.5821742,34.1283027,13.3671948,0.0,0.15,41.0593822190229,27.01,12.66,1086.155317
3889,San Francisco,-122.4085794,37.8084198,8.714174551,11.0,1.64,41.9903971000913,31.18,6.7,651.3121091
2954,Alameda ,-122.2513558,37.8020757,9.581723377,1.4,0.055,32.5924126924933,93.12,9.76,456.9665814
2557,Alameda ,-122.2950048,37.8867059,9.047115485,12.9,1.185,47.4049284977869,29.24,7.39,691.4273081
3574,Alameda ,-122.1466229,37.7358429,8.541589611,0.0,0.22,35.8173214988197,76.2,13.67,1537.415242
5672,Shasta ,-122.3121275,40.5037744,10.11424874,5.0,0.31,37.3380074261079,50.78,14.51,720.1605634
4223,Sacramento ,-121.3538791,38.6811015,8.742376161,4.0,0.025,26.6938509243481,108.57,21.15,576.5696496
4845,Tulare ,-118.8366159,36.5233963,8.340745366,9.0,0.2,39.8328067625571,26.6,11.21,71.17299675
2201,Los Angeles,-118.3410171,34.1124841,11.78433174,0.0,0.25,54.2710567376827,22.21,7.94,3264.585567
6005,Santa Clara,-121.8810857,37.3987983,8.597700047,22.5,1.115,41.1274370835791,18.96,6.99,1884.682919
5552,Los Angeles,-118.4642912,34.0509979,11.75489665,22.25,1.035,53.0404995179662,14.14,7.88,1092.089641
5224,San Diego,-117.0476028,33.138326,8.22936149,0.0,0.17,28.6278236863534,37.94,12.95,513.6798283
5511,Los Angeles,-118.0397288,33.8682287,11.92472965,10.25,0.315,48.5088331838414,31.92,9.58,1362.685622
8701,Yolo ,-121.5334072,38.5450814,8.833952488,0.0,0.245,37.4493979414365,67.57,17.23,444.0310192
3776,Los Angeles,-118.2587356,34.5783103,7.395298982,0.0,0.0,30.1322486149658,50.39,15.65,182.3310783
4211,Santa Clara,-121.6599882,37.1496048,7.206238147,15.0,1.21,48.1722371726373,38.04,14.42,1699.232799
5748,Yolo ,-121.7359246,38.5482761,8.787216723,7.0,0.75,48.997932903111,19.32,7.5,1375.530743
3997,Orange ,-117.8115691,33.8443705,12.04316414,0.1,0.22,47.9655226231817,27.9,11.15,2468.011039
8256,Orange ,-117.9568638,33.8866381,12.0016973,13.75,0.26,44.5750012300388,39.06,9.82,719.7256976
4329,Shasta ,-122.3475829,40.5744659,8.30088436,12.0,0.725,39.7681548102143,49.64,13.95,1014.546866
4652,Yuba ,-121.4340275,39.0409023,7.784847282,0.0,2.0,41.9158808679287,35.41,15.27,280.6636553
7831,San Diego,-116.9383632,32.78024,9.712880131,0.0,0.21,31.0741988283472,37.48,10.52,814.4275708
11946,Riverside ,-117.575648,33.9635863,13.05419463,3.0,0.04,39.1356782759619,31.81,19.91,259.226052
4845,Los Angeles,-118.1543957,34.2084457,11.29530355,0.0,0.0,38.1550877069828,42.66,9.98,216.2230443
7369,San Diego,-117.1718159,32.8149643,9.388168537,2.7,0.435,38.9813723566933,48.37,8.53,987.230439
6968,San Bernardino,-117.1476465,34.0628653,11.00173532,0.0,0.1,34.0717021401736,53.55,13.5,317.1871725
5029,San Luis Obispo,-120.7906393,35.6400242,6.355758091,21.0,0.1,40.0339278814389,42.26,10.56,385.9270207
2564,Sacramento ,-121.2976721,38.2470445,9.073601894,2.0,0.0,31.3924870828459,44.7,19.29,665.2241369
5781,Riverside ,-116.3874271,33.8211956,7.001984496,0.0,0.035,34.1287539642921,41.25,16.39,2014.141624
3578,Solano ,-122.2038733,38.089461,8.992070461,7.4,0.075,28.4346931817569,62.92,10.34,452.2788364
