Total Population,California County,Longitude,Latitude,PM2.5,Cleanup Sites,Haz. Waste,Pollution Burden,Asthma,Cardiovascular Disease,Traffic
3536,Fresno ,-119.7767969,36.8157748,13.61411684,2.35,0.41,51.8459360106482,86.38,13.76,1580.215833
6866,Sacramento ,-121.3442772,38.668659,8.847956236,0.9,0.285,48.9696406373666,112.34,18.99,2682.766878
5441,Los Angeles,-118.4115543,34.2790581,11.16595012,4.0,0.15,49.3684001082687,81.71,13.36,1482.035379
5330,Contra Costa,-121.8155705,38.0004738,8.683198889,0.0,0.15,41.6575941931332,171.45,23.43,928.1914488
8427,Kern ,-118.8856972,35.1821665,11.6212488,5.7,0.46,54.2048074758141,42.92,17.84,306.1977388
14401,Tulare ,-119.2730278,36.1906178,13.67775489,6.1,0.605,64.1803940660735,67.52,20.51,484.0234852
4581,Riverside ,-117.4691482,33.9042171,12.65529508,8.0,0.935,57.7668465496852,38.54,12.87,3097.85776
5747,San Bernardino,-117.446889,34.0957108,12.55599387,9.65,0.03,43.6363406427561,62.8,19.54,359.0209972
6561,Contra Costa,-121.9174417,38.0314621,8.827566099,3.75,0.13,46.8710112766594,135.71,20.32,1438.987565
3584,Los Angeles,-118.2865323,34.0598252,12.12928682,2.95,0.28,51.7304798301565,30.5,8.87,682.2628755
2460,Santa Clara,-121.858788,37.3262673,9.072356839,12.7,0.63,49.9350914188527,54.38,11.19,2395.507618
3730,Los Angeles,-118.1247134,33.8802194,11.83423059,0.0,0.085,50.2088696133141,61.64,17.57,1463.709185
6782,Los Angeles,-117.764973,34.0818183,12.63136586,11.5,0.47,66.1932311650328,59.21,12.41,1877.637171
3169,Los Angeles,-117.9489743,34.1033004,11.77532346,12.0,0.0,55.3478391918325,66.86,14.78,471.9295896
7541,Tulare ,-119.265395,35.8758839,12.70276307,0.0,0.1,46.4891479702418,45.41,16.15,882.6688951
2196,Los Angeles,-118.3822385,33.9526287,11.97162189,14.8,9.415,61.3516435828613,26.3,11.75,1500.07216
5103,Sacramento ,-121.5071562,38.5612821,9.109339254,9.8,0.75,60.2538870785257,73.93,13.26,1837.81064
4762,Kern ,-119.4672721,35.1650721,12.70013089,1.0,0.125,41.5415802664521,38.56,23.07,226.5455103
3842,San Francisco,-122.3901777,37.7370414,8.629554042,1.1,2.685,47.2345965260408,123.98,11.96,455.6153875
3376,Los Angeles,-118.2960214,34.0435737,12.07444266,11.25,0.145,50.8969294562166,36.24,9.96,1215.12494
2579,Sacramento ,-121.3037699,38.5762723,8.890619822,24.2,0.135,52.6659739039421,63.17,16.68,2484.175732
898,Orange ,-117.8519526,33.8561656,12.18271371,161.9,17.11,65.643214041983,55.47,11.7,2391.143118
5449,Los Angeles,-118.1339117,33.9352796,12.11822591,8.4,0.82,57.0258282496944,46.57,19.31,1084.670724
5749,Tulare ,-119.0817133,36.2125439,12.47520695,0.0,0.0,45.6970992727829,49.33,16.34,436.9558487
5617,Los Angeles,-117.9616912,34.0958307,11.85730833,12.0,0.17,54.0388244131279,66.86,14.78,432.4948544
7118,Glenn ,-122.2104734,39.5223177,8.613463393,8.0,0.55,49.3168320094007,60.5,31.65,320.7135514
4745,Los Angeles,-118.3129995,34.0145548,11.98149623,0.0,0.11,44.2138256668172,95.26,16.5,1043.388944
6840,Kern ,-118.9402404,35.3702538,15.44750665,0.0,0.21,39.3079630660755,69.26,16.36,402.8865511
7963,Stanislaus ,-120.8597786,37.7554813,11.42433451,10.75,0.3,56.9492581330423,66.09,22.12,683.2094856
6637,Los Angeles,-118.2696681,33.8135657,11.93567842,2.5,0.98,49.0277576993304,67.35,18.5,714.6450648
2926,Los Angeles,-118.4039928,34.2402959,11.30064758,44.5,0.485,68.0703055467534,51.46,9.74,2495.507189
4498,Los Angeles,-118.1878082,34.0882239,12.07626386,0.0,0.5,46.688315591589,59.26,12.54,982.9639699
5178,San Diego,-116.9696997,32.7840084,9.949409882,11.55,0.245,48.8492239238916,55.74,14.7,1375.303994
7261,Ventura ,-119.1583831,34.240782,9.033969472,3.0,0.515,51.9019932851249,45.35,12.25,1271.915397
4516,Los Angeles,-118.2597025,34.1492141,11.81164905,20.2,1.07,62.4216276035021,35.47,15.95,950.4286559
2806,Los Angeles,-118.3084384,34.0453825,12.08158891,0.9,0.11,45.9337021784798,41.65,10.25,1275.751133
4618,Los Angeles,-118.5753847,34.2119534,12.21868346,1.75,0.17,43.5735827399346,84.14,21.42,969.0943277
3394,Kern ,-118.1693413,35.0539688,6.195014847,4.0,0.46,39.7143800824534,125.9,17.95,233.8849147
8442,San Bernardino,-117.2805874,34.1575897,11.01993814,21.0,0.25,45.6675692891809,97.17,18.26,589.506988
7178,Contra Costa,-121.8828347,38.00648,8.763733447,3.95,0.45,42.1502769587999,135.71,20.32,865.2033495
8718,Madera ,-120.1431313,37.0986965,11.87366671,0.0,0.11,51.1905031563722,56.5,32.34,931.7219258
5477,San Diego,-117.1051018,32.7523973,9.947506591,0.1,0.2,43.0005687897963,74.19,14.11,1076.413395
4832,Los Angeles,-118.3043149,33.7926172,11.84918524,0.0,0.31,51.8073430939593,58.61,12.38,1252.657326
7395,San Joaquin,-121.4207353,37.7521308,9.766257317,10.7,0.545,56.6494745147309,84.27,15.67,1195.492106
2284,Los Angeles,-118.3035314,33.7873712,11.75842764,1.2,0.57,54.5761520337922,49.04,10.48,1008.754749
7075,Orange ,-117.8962473,33.8327568,12.07860469,40.5,2.475,57.0548589005889,54.65,13.09,597.765098
5119,Solano ,-122.2405897,38.1366028,8.979333535,2.0,0.735,43.9270299710155,243.29,23.37,1848.141819
5290,Los Angeles,-118.3548171,34.0427467,11.85097115,9.0,0.96,63.6673478567033,53.46,9.42,923.7156716
3859,Los Angeles,-118.3348919,34.0434012,12.00885913,4.5,1.0,49.8307255640216,68.9,12.59,1171.41166
5430,Los Angeles,-118.238019,34.1425784,11.78597488,10.2,0.175,45.2593129263334,51.08,20.13,680.0681361
2437,Kern ,-118.9832964,35.484358,14.38154956,24.95,1.08,52.2910531182411,69.77,18.68,227.6502766
2381,Los Angeles,-118.3486875,33.9643251,11.94355273,1.1,1.22,48.8342186076601,99.47,19.81,833.4412194
4035,Tulare ,-119.1291061,36.2050995,12.58912782,0.0,0.2,56.7345770308066,39.61,13.34,230.5538425
5473,Riverside ,-117.2393048,33.9100517,11.53989542,12.0,0.06,39.016834102038,68.4,21.85,743.6756268
4594,Orange ,-117.9615275,33.9346776,11.96986466,0.1,0.5,58.6970707551386,47.28,15.01,1276.630018
2240,Los Angeles,-118.2144693,33.9552551,12.06007558,0.75,0.06,42.3919745747524,52.53,18.39,870.9833651
2278,Los Angeles,-118.1254252,34.576145,7.689188195,0.0,0.025,38.5555821905454,90.38,17.51,1208.975748
2345,Merced ,-120.2255343,37.2234532,11.40444454,4.0,0.0,46.8246904607511,45.41,16.28,268.0885878
8458,Fresno ,-120.0782738,36.734826,11.95871464,0.0,0.35,50.8972822311681,54.61,15.43,400.8057303
4019,Los Angeles,-118.2484454,34.1444791,11.76431624,48.0,0.42,51.0744096337296,38.38,15.32,935.0530291
7788,San Mateo,-122.3220821,37.5727209,8.720162987,10.0,2.475,56.7027857058185,51.24,9.7,2160.954889
2404,Santa Clara,-121.5244284,37.018124,6.173595689,16.0,1.385,58.7090867365105,56.99,16.53,837.5408527
4246,Los Angeles,-118.2100618,33.9480872,12.05058449,0.0,0.12,43.9736948355326,52.53,18.39,699.0196831
2583,Sacramento ,-121.4904629,38.5772072,9.135244252,39.4,1.095,52.0414363173896,101.39,16.21,364.7284032
5174,Los Angeles,-118.1938633,33.7631159,11.73964651,5.9,0.845,58.342975851513,80.31,15.52,1003.198846
4874,Los Angeles,-118.2693892,33.7948377,11.74873865,11.75,0.42,53.6059321453333,74.29,21.03,788.0491453
8751,Orange ,-117.9806013,33.8358485,11.95082272,0.7,0.3,56.7581021031836,47.1,13.91,1071.120645
2873,Los Angeles,-118.306208,34.1661607,11.80990068,38.05,1.045,72.7182202564978,32.25,10.37,1967.129859
4965,Sacramento ,-121.418331,38.5205734,8.909254625,13.5,0.5,37.8726430385614,90.0,18.88,655.4447531
1243,Alameda ,-122.2799541,37.8042711,9.942820267,29.4,2.355,50.7176841284568,133.48,11.45,906.461293
4723,Los Angeles,-118.191637,33.8230804,10.79314841,9.0,0.32,55.3937374995737,52.75,12.96,2137.245058
6818,Riverside ,-116.182178,33.7018202,7.402663232,14.0,0.42,43.1480999424915,52.95,17.79,642.8274967
2645,San Bernardino,-117.0754285,34.9440127,7.686489265,19.0,0.9,45.8423602604424,117.34,24.72,416.6872209
5754,Los Angeles,-118.304538,34.0145164,11.98149623,0.25,0.11,46.9692376637379,65.75,11.65,1030.044854
3945,Los Angeles,-118.3504318,33.9400113,11.96153339,0.0,0.07,45.455845550144,60.4,16.48,669.4993487
5485,Madera ,-120.0643287,36.9796339,12.58303455,0.35,0.125,38.0606393290763,96.66,32.13,522.143059
3834,Los Angeles,-117.7204486,34.0716281,12.94273197,2.5,0.06,45.1380474692343,73.22,16.19,431.7699785
4635,Tulare ,-119.1045232,36.2136987,12.60307854,0.0,0.1,49.5590792273482,49.33,16.34,586.7100374
3726,San Joaquin,-121.2192849,37.9618698,11.09262593,18.5,0.125,42.4311782651379,57.92,22.54,209.0797929
8339,Kern ,-119.0121274,35.3176683,16.35535949,0.0,0.175,40.7411616918572,79.48,19.21,506.5873628
4817,Alameda ,-122.2265557,37.7819786,9.253196839,12.85,0.135,43.9577304393274,129.22,14.25,622.9669463
4109,Los Angeles,-118.1390208,34.0802793,11.91810723,20.0,0.28,57.3161206314267,33.33,8.64,937.3144456
4299,Contra Costa,-121.8278001,38.0037019,8.708944404,0.0,0.225,38.1747941849978,162.03,22.19,1012.700646
5684,Los Angeles,-118.5376549,34.2332349,12.41477456,9.75,0.76,58.9217643420509,59.88,16.57,1341.243314
6550,Los Angeles,-118.5626938,34.2272273,12.12804813,11.5,1.705,61.5423329891522,61.35,16.09,1076.933687
3048,San Bernardino,-117.1894607,34.0555603,11.23712272,9.0,2.545,55.998619173032,41.05,14.07,649.8080979
3163,Los Angeles,-118.2892234,34.0726794,12.12349272,20.2,0.635,59.5954071457564,33.16,8.97,1068.850299
4448,Fresno ,-119.8222476,36.78763,13.59541736,0.0,0.1,40.9290529658227,115.2,12.51,564.2982723
2797,Los Angeles,-118.4631511,34.2771693,11.11249892,0.0,0.37,53.3273250378292,59.85,13.45,2123.368674
10535,Madera ,-119.9941659,37.0365737,12.25484271,7.25,0.075,44.3132671918781,92.41,30.64,385.652247
2654,Solano ,-122.2485415,38.1011243,9.097854708,4.5,0.3,47.4119369858283,199.35,21.22,350.1277777
7558,Fresno ,-119.7158384,36.8048512,13.66888965,0.0,0.52,46.5637718135424,93.9,12.98,1088.928319
3476,Los Angeles,-117.9348633,34.0229331,12.07652502,1.2,0.02,53.7123158204202,62.45,15.65,1032.197867
3663,Solano ,-122.2365335,38.1052893,9.227717025,0.0,0.33,41.2504843390818,199.35,21.22,1155.500678
2977,Los Angeles,-118.3027866,34.1035718,11.99265418,0.0,0.4,43.1357633654222,43.46,21.11,946.4740916
3034,San Joaquin,-121.3057992,37.9613437,11.38101649,17.5,0.0,45.4593533225185,148.3,20.12,326.2035731
6340,Riverside ,-117.4188498,33.9839627,12.99556098,9.0,0.17,49.3561111860114,57.33,17.17,604.2554397
5082,Los Angeles,-118.3042086,33.8016119,11.88962253,9.0,0.765,55.9760504662236,49.91,10.69,1180.402406
2065,Stanislaus ,-120.9332632,37.7365093,11.11900617,6.0,0.3,55.9195008716615,62.74,17.83,469.5347673
5400,Kern ,-118.9577019,35.3723166,15.58975565,0.0,0.035,38.957241855392,66.31,15.75,519.5319761
4991,Fresno ,-119.7058337,36.8243809,13.66885972,12.5,0.97,49.6517849992279,103.13,14.24,801.4239951
5112,San Bernardino,-117.3640967,34.1284219,11.74142667,17.5,0.4,48.030908575777,77.93,23.12,1226.506912
5382,Los Angeles,-117.9755668,34.1375469,11.80206026,6.45,1.725,61.2559482347022,51.82,11.44,1738.685958
6373,Los Angeles,-118.515127,34.2248079,12.64622444,45.0,0.735,61.3660427388914,44.47,11.77,1181.421554
5896,Stanislaus ,-121.0035722,37.6601004,11.20648458,15.6,0.525,57.7392829249267,86.45,15.8,578.9671713
4151,Los Angeles,-118.2387735,34.1488475,11.74227874,10.2,0.21,52.3782219380443,40.56,17.71,1386.349203
10676,Solano ,-121.7715997,38.2050259,8.214732915,10.2,1.9,51.5674331257061,81.35,19.14,287.8902401
5577,San Bernardino,-117.5866987,34.1006231,13.87834754,12.45,0.645,50.3891526845378,42.99,20.06,877.4044225
6173,Solano ,-122.244108,38.1480354,8.892141302,2.0,0.11,38.9812260569171,243.29,23.37,1226.190149
5592,Los Angeles,-118.1953378,33.81618,11.46157855,3.65,0.46,62.1993566775391,71.55,15.18,1472.888178
4369,Los Angeles,-118.1302887,34.0876622,11.80787374,14.3,0.345,58.1788783618403,32.92,9.34,916.0461296
8192,Los Angeles,-118.2464109,34.1556019,11.75637121,3.6,0.535,56.2520556420407,35.22,15.69,2260.811557
6984,Ventura ,-119.1708226,34.178902,8.901824297,3.9,0.86,56.6017572578402,42.04,13.22,907.309902
8155,Sacramento ,-121.4471878,38.5171831,8.919963695,0.0,0.17,39.2327653918493,99.48,20.73,649.8866859
4480,Alameda ,-122.2715003,37.8087183,9.918430785,11.95,1.86,49.427768487973,122.65,11.19,637.0573432
3486,Los Angeles,-118.1201868,34.0841555,11.86866931,13.0,0.105,55.5562201758499,39.56,11.33,947.4952051
4067,Los Angeles,-118.3215149,34.0494541,12.05102217,9.0,0.72,54.3463604082069,68.9,12.59,1102.413226
2631,Los Angeles,-118.2354293,34.1067595,12.05494302,50.8,0.2,56.4079516960583,65.4,11.07,739.4212147
2789,Los Angeles,-117.9220312,34.1109251,11.73121178,12.0,1.27,56.0973172910356,71.92,17.02,676.0286152
2029,Sacramento ,-121.3713784,38.5576271,9.016634708,0.0,0.025,40.2044862373115,85.46,16.09,2158.941906
2106,Solano ,-122.0449333,38.2470347,8.590738893,0.0,0.27,41.8248092440263,136.39,18.1,818.6749569
5218,Los Angeles,-118.1125209,34.5802081,7.790454775,0.0,0.11,35.5526452941462,125.16,23.3,614.0491316
4797,Riverside ,-117.2329208,33.883118,11.34185005,13.0,3.02,47.5278630161705,64.15,17.29,553.6124915
5243,Imperial ,-115.5571432,32.7775979,8.776915342,0.0,1.21,41.3618365747198,100.38,20.31,908.7761586
4477,San Bernardino,-117.3378085,34.0729192,11.93246649,14.3,0.185,55.2765123438662,75.79,20.18,2224.283607
3707,Sacramento ,-121.4229418,38.5590043,9.110191728,9.1,0.84,51.7529161787393,43.55,7.94,2190.33321
9735,San Bernardino,-117.2600059,34.1602104,10.95087837,12.9,0.06,41.771231274259,123.59,23.85,314.2642099
4141,Santa Clara,-121.8709918,37.3223412,8.920972219,13.8,0.66,52.0379457869467,48.88,9.56,1071.243873
6381,Los Angeles,-117.9080818,33.9988356,12.17440042,24.25,1.22,71.9824965490489,29.61,10.07,2167.40133
4472,Alameda ,-122.3050028,37.7801283,9.416794882,63.85,3.43,52.9121490434434,64.7,12.67,1011.03674
7835,Kern ,-119.0445781,35.3029184,15.82184044,5.6,0.895,49.4478116063382,56.78,19.05,1097.067037
5019,Orange ,-117.9463184,33.7632139,11.92795274,0.7,0.37,45.4227234629846,56.43,17.07,2664.329718
3119,Los Angeles,-118.4365572,34.3105742,10.98471997,0.0,0.12,42.0684606734509,63.98,13.45,1741.756484
10765,Imperial ,-115.4776657,32.6773547,12.08454797,1.4,0.03,44.0313476811819,60.28,21.12,540.5683456
4886,Santa Clara,-121.5705799,37.019822,6.35758576,12.25,0.33,45.8455931872512,59.06,17.01,1747.125276
6567,Los Angeles,-118.3067629,34.1811412,11.76906719,45.75,2.3,68.8602420049496,27.72,9.45,1498.622136
4652,Stanislaus ,-120.8326517,37.4902919,12.94689731,12.0,0.225,53.5643490859692,77.81,24.42,325.8358265
10015,Kings ,-120.0793193,35.9048358,9.402202486,0.0,0.1,44.1025020048462,45.07,19.88,376.1187825
3080,Los Angeles,-118.0889928,34.0286266,12.00891284,20.0,0.47,69.4377411076128,53.02,16.41,1722.653217
9138,Riverside ,-117.270282,33.9329093,11.63341776,0.0,0.345,42.1278932694426,73.01,23.46,1157.487053
3735,Los Angeles,-118.4356174,34.1902993,11.63653858,36.5,0.045,47.6934280970228,61.77,15.3,1048.798265
6654,Orange ,-117.9057059,33.8715955,12.18148916,70.65,3.695,64.9431707985076,43.59,11.15,540.4649528
2403,Riverside ,-117.4050093,33.9061238,12.24211569,16.0,0.31,58.7074785981905,43.84,11.27,271.8796248
1703,San Diego,-117.1450748,32.7083889,10.196964,5.85,1.8,55.2268074240639,71.96,10.66,1047.224191
6923,Fresno ,-119.8369046,36.7994995,13.59727243,0.0,0.395,44.4265330908728,127.72,13.88,838.3676469
5096,Los Angeles,-118.228857,34.1126744,11.88924998,37.05,0.265,57.346999653302,65.4,11.07,1477.231049
5745,Tulare ,-119.1467114,36.285001,12.74362667,2.0,0.125,47.5288420703395,42.61,16.28,338.5611749
4344,San Bernardino,-117.6393283,34.0962131,15.23038555,18.75,0.095,48.1415830606097,48.53,15.37,630.6953195
3837,Stanislaus ,-120.942101,37.6018684,11.4225751,0.0,0.21,44.9315657704931,54.11,18.45,764.6118406
1526,Merced ,-120.8828702,37.3402713,11.28504313,0.0,0.0,49.4744943936658,52.52,16.31,225.802718
4547,Los Angeles,-118.440639,34.2462338,11.54686613,36.0,0.125,47.1063232471887,73.91,12.37,772.63019
2425,Merced ,-120.514891,37.2921587,12.16634621,5.0,0.46,51.6237655273221,89.3,23.55,1095.374323
6151,Los Angeles,-118.4345092,34.2897466,11.10562647,12.5,0.67,49.795135086065,76.51,12.32,474.1705785
4917,Santa Clara,-121.8498004,37.3331809,9.057390764,0.0,0.145,42.6715303723724,71.35,14.97,4780.572058
4326,Solano ,-122.2497147,38.111521,9.083510332,0.0,0.5,37.2280715393569,199.35,21.22,418.8513054
4109,Merced ,-120.5855674,37.3434621,12.01370905,0.0,0.1,49.5916788682324,67.25,21.14,920.2925858
4052,Los Angeles,-118.2520467,34.0811373,12.35660149,7.35,0.16,56.4604146075185,55.72,14.06,812.3080413
13319,San Bernardino,-117.3359,34.515479,7.39535961,0.0,0.435,38.8064102473091,70.58,20.24,1197.314662
3662,Orange ,-117.9434406,33.9331436,12.0571373,1.0,0.235,53.2416529124948,47.28,15.01,699.8633001
5288,Orange ,-117.9026546,33.7371732,11.82305063,4.9,0.345,47.122353285394,46.42,11.98,1367.329958
4056,Contra Costa,-122.0474489,37.9606497,8.845924874,9.0,0.385,48.9580486265906,98.8,17.03,3167.539218
5229,Fresno ,-119.7272787,36.7613333,13.70838432,1.2,0.0,42.0257596373334,73.02,12.64,968.0997023
6471,Madera ,-120.0985344,37.0354441,12.18145227,0.5,0.135,49.7534345647444,96.07,31.97,779.7706042
5204,Los Angeles,-118.0407064,33.9281744,11.80803464,6.5,0.06,50.716210713738,47.14,18.43,741.1810334
1843,Los Angeles,-118.2020691,33.7943972,11.64459056,0.0,1.465,56.1309204762287,88.32,17.92,914.8430107
4284,San Bernardino,-117.3529084,34.0941764,11.76292964,12.0,0.135,43.1110023083326,66.79,19.48,666.4146482
2942,Alameda ,-122.240953,37.7909446,9.478637686,6.15,0.185,41.2559033323937,99.29,10.29,324.2109418
4006,Kern ,-119.0481028,35.3286336,15.69504929,0.0,0.345,43.1589619508321,81.79,17.62,958.6630741
4501,Kern ,-117.8818657,35.2098975,6.65092665,53.5,1.65,45.3824290876949,83.1,17.07,217.5773096
7091,San Mateo,-122.1465681,37.4680579,8.20283271,8.45,2.345,51.0083484940783,61.77,10.86,1798.483642
3195,Los Angeles,-118.3275531,34.0443254,12.00885913,10.75,0.99,54.2197972960694,63.71,11.71,1091.163876
4454,Los Angeles,-118.321677,34.1009548,11.97617641,4.55,0.545,56.9295036115883,53.18,12.08,1781.690134
3118,Los Angeles,-118.3467706,34.0184552,11.91626655,3.0,0.335,48.7926045160724,60.07,9.04,753.0939127
1521,Kern ,-119.451887,35.0702231,10.34679667,10.4,0.85,49.5692788015752,34.66,17.02,99.96696716
2181,Los Angeles,-118.312844,34.1853923,11.75527544,55.0,1.725,63.9154363155356,21.83,7.56,2027.100551
3367,Sacramento ,-121.392239,38.6142373,9.461233991,6.0,0.32,43.1430232229987,115.24,14.54,1021.949513
5324,Los Angeles,-118.479077,34.2284788,12.13614247,54.0,0.505,60.2547440382371,75.02,13.8,2745.076287
4423,Merced ,-120.4432482,37.3030351,12.25287616,0.0,0.03,42.9828747414296,142.09,32.56,499.1499476
3674,San Francisco,-122.4125954,37.783933,8.646736357,26.5,2.87,42.7330146040141,74.41,8.4,726.5055315
9934,Orange ,-117.8797292,33.755664,11.95101219,23.4,1.55,55.3470799374918,44.09,11.36,906.6777698
8439,Stanislaus ,-121.0809748,37.6930984,10.82193403,1.2,0.4,49.7119536886173,45.78,15.78,767.9156023
5766,Santa Barbara,-119.8192482,34.4311812,8.102836607,11.0,1.26,56.4840844090753,31.22,10.69,1106.481464
5519,Sacramento ,-121.321468,38.5733375,8.962395255,18.3,0.475,49.8928109686397,53.38,15.81,2050.485934
4309,San Bernardino,-117.396582,34.0730055,12.27638077,0.0,0.5,53.9775214130894,74.39,20.37,2369.454072
3052,Los Angeles,-118.3657855,34.1622937,11.54284994,37.5,0.335,59.0656834197717,59.61,14.27,1051.128305
3689,Butte ,-121.8128247,39.7192136,8.783533017,63.0,0.42,57.6528136510492,48.77,11.12,1091.910965
5084,Los Angeles,-118.3617818,33.9741892,11.87102583,0.25,0.395,44.3724743527552,93.43,18.08,782.0846437
5942,Los Angeles,-118.611899,34.203248,11.0936932,0.0,0.35,53.4617671530475,56.97,13.9,911.9347794
5240,San Bernardino,-117.6958376,34.0892501,13.37041249,3.7,0.235,50.6502648771158,67.26,18.87,2205.89889
3042,Los Angeles,-118.6102868,34.213933,11.18491889,0.1,0.36,50.0700743720236,58.61,13.1,1026.456359
10201,Stanislaus ,-120.8306667,37.7663393,11.27376719,8.0,0.325,55.5990974337741,66.09,22.12,599.6024807
5193,Contra Costa,-121.7994409,38.0053331,8.738928229,3.7,0.31,44.3453871184724,171.45,23.43,691.1693811
3358,Orange ,-117.8986838,33.721106,11.80799491,9.7,1.03,54.2472873249031,48.82,12.58,942.3963937
4819,Orange ,-117.9300579,33.8201001,12.04660235,1.5,0.11,49.2658080941201,54.28,11.87,2416.295498
4192,Orange ,-117.8294395,33.7365911,11.8470624,4.5,0.195,48.3194219003678,38.35,12.27,6166.939835
5433,Los Angeles,-117.9439942,34.0764659,11.99285095,12.0,0.08,54.8483915635971,53.05,11.61,1810.624244
6878,Sutter ,-121.6237303,39.158005,9.494442807,4.0,0.32,46.7707276674125,50.06,19.99,824.0219329
2506,San Diego,-117.0887814,32.6092325,11.04490341,10.0,0.32,45.4636959893306,62.69,12.17,1017.62893
4773,Los Angeles,-117.9698642,34.058781,12.01253125,24.0,0.52,59.3545742150771,41.82,13.53,704.5256911
3221,Los Angeles,-118.3066067,34.0671619,12.08514397,0.95,0.175,47.8294179602924,52.8,15.82,1426.912014
7837,Tulare ,-119.2108517,36.4202175,12.57375457,4.0,0.0,50.8000880611765,33.11,12.73,131.6779724
8053,San Mateo,-122.410087,37.6236,8.602290499,11.95,0.525,51.5036788322321,57.65,12.16,1098.858229
5833,San Bernardino,-117.4055556,34.0975427,12.22669858,0.1,0.51,43.1294230157453,52.83,16.26,459.7379702
9292,Madera ,-120.1734248,36.9703496,12.00618882,2.75,0.87,53.0005563335782,93.53,29.89,385.7610715
3230,San Diego,-117.0662396,32.5641819,13.01188031,0.0,0.1,41.9389113499692,68.94,17.91,820.8891584
3279,San Diego,-117.0715691,32.7392175,10.05069906,4.95,0.675,49.9736462347299,62.59,12.14,495.9428671
4984,Orange ,-117.9804239,33.7655645,11.79180227,0.0,0.06,47.603361671201,32.37,11.69,2837.704776
4147,Los Angeles,-118.3140872,33.9369542,12.11332221,12.6,0.02,43.4587364800777,139.63,19.73,748.6045308
4349,Los Angeles,-118.1567565,34.6820995,7.36594733,0.0,0.71,41.8012444756903,158.01,21.59,1095.019653
10032,San Bernardino,-117.5757345,34.0081401,13.46677129,0.5,0.82,57.4248447399643,51.69,17.64,400.8270937
4748,Los Angeles,-118.3480963,33.8985392,12.02658065,0.1,0.455,48.7895904131728,50.53,12.09,1332.893178
6353,San Joaquin,-121.1893705,37.8040048,10.94512449,0.0,0.05,45.7221425632593,90.89,21.74,1205.695572
11600,Madera ,-120.0851443,36.9569657,12.68686358,0.5,0.685,50.2389094456893,93.82,29.96,717.0412399
6018,Los Angeles,-118.4014361,34.1797368,11.49534692,36.5,0.05,52.7653354928092,40.88,14.46,2509.978931
2422,Los Angeles,-118.2827213,34.044384,12.18410918,7.0,0.175,53.1159673784712,45.55,11.24,1250.225218
6569,Merced ,-120.611118,37.3941884,11.72448473,12.0,0.0,42.3294504312827,86.54,24.37,398.5312183
4038,Kern ,-119.049604,35.3359425,15.69504929,0.0,0.45,45.0682318713969,81.79,17.62,1111.776569
7403,Los Angeles,-118.1433556,33.95127,12.11827006,12.6,3.405,65.5562536756762,38.85,16.04,1416.165243
6076,Stanislaus ,-121.298493,37.4986999,9.427264159,29.6,2.4,64.1371168432758,38.41,12.98,475.3017389
7970,Kern ,-119.0121407,35.3031439,16.1264379,0.0,0.175,41.0183024260166,78.11,21.13,396.9748742
4248,Los Angeles,-118.2895621,34.0267694,12.05189368,0.25,0.4,48.1354490389489,48.36,15.22,1075.691946
2471,Los Angeles,-118.2795526,33.7946618,11.78762745,7.65,0.205,56.399314595586,76.33,21.61,1759.781629
6468,Los Angeles,-118.0891681,33.9409904,12.11093891,14.5,0.31,60.8573254690338,53.28,19.74,4576.566753
5237,Los Angeles,-118.2041472,33.9601821,12.05649412,11.35,0.405,55.0973251696694,35.3,12.89,623.9751068
2084,Los Angeles,-118.3405648,34.0209191,11.91626655,3.4,0.42,47.6183392307975,89.62,14.9,505.076388
6332,Riverside ,-116.1700827,33.6628977,7.366681616,0.0,2.11,41.9198865952839,48.5,16.89,340.8937977
5127,San Bernardino,-117.6056182,34.0740868,14.01303684,0.7,0.645,52.614886226398,53.67,17.88,1680.91825
4639,Orange ,-117.8611662,33.812775,12.07421344,104.95,9.12,65.8954376422819,32.65,10.46,707.5459158
8222,San Bernardino,-117.4269916,34.084891,12.3167629,10.0,0.125,48.3700613995116,62.8,19.54,598.8818755
6770,Los Angeles,-118.1115699,33.8905614,11.86178203,0.0,0.47,54.3752453484693,61.64,17.57,1747.20538
6120,San Joaquin,-121.3447729,38.0092936,10.74337761,0.0,0.08,49.9662229938782,90.28,15.86,1454.51669
4681,San Diego,-117.0871662,32.6798189,10.42281887,0.0,0.26,43.2416598793045,79.74,17.19,2797.182011
4257,Los Angeles,-117.9477593,34.0466402,12.08391482,12.0,0.185,50.2733114527473,60.96,15.06,408.6201904
6282,Kern ,-118.9226708,35.3682609,15.28479416,0.0,0.635,39.5728531082719,69.27,16.36,340.1768214
2471,Alameda ,-122.2802437,37.8394669,9.455344585,21.95,1.05,48.4622739349837,119.2,11.18,590.0743735
3503,Los Angeles,-117.9608384,34.0395089,12.08566864,12.0,0.355,51.8091652194257,73.09,18.24,624.3019362
4131,San Diego,-117.0418316,32.7375847,10.16645427,0.1,0.51,52.731035590951,80.35,14.11,793.6119539
6858,Kings ,-119.9245603,36.3051812,11.48182092,12.0,0.5,49.314878988382,77.09,26.44,329.1952735
4163,Los Angeles,-118.1978495,34.107365,11.82898336,0.6,0.05,44.6373966907491,47.69,12.3,1046.113703
3756,Los Angeles,-118.1322329,33.8990638,11.92933171,0.0,0.335,47.6655577677182,61.64,17.57,700.2997104
